word,prefixes,stem,suffixes,frequency,stability,n_variants
دَعَاهُ,,دعا,ه,1,1.0,1
وَيَكْشِفُ,و|ي,كشف,,1,1.0,1
وَيَجْعَلُكُمْ,و|ي,جعل,كم,1,1.0,1
يَهْدِيكُمْ,ي,هدي,كم,1,1.0,1
ادَّارَكَ,,ادارك,,1,1.0,1
عِلْمُهُمْ,,علم,هم,1,1.0,1
عَمُونَ,,عمون,,1,1.0,1
لَمُخْرَجُونَ,ل,مخرج,ون,1,1.0,1
رَدِفَ,,ردف,,1,1.0,1
لَيَعْلَمُ,ل|ي,علم,,1,1.0,1
غَائِبَةٍ,,غائب,ة|(null),1,1.0,1
لَهُدَىً,,ل+هدى,,1,1.0,1
بِحُكْمِهِ,ب,حكم,ه,1,1.0,1
بِهَادِي,ب,هادي,,1,1.0,1
دَابَّةً,,داب,ة,1,1.0,1
تُكَلِّمُهُمْ,ت,كلم,هم,1,1.0,1
فَوْجَاً,,فوج,ا,1,1.0,1
أَكَذَّبْتُمْ,أ,كذب,تم,1,1.0,1
تُحِيطُوا,ت,حيط,وا,1,1.0,1
أَمَّاذَا,أ,ماذا+None+None+None,,1,1.0,1
وَوَقَعَ,و,وقع,,1,1.0,1
لِيَسْكُنُوا,ل|ي,سكن,وا,1,1.0,1
أَتَوْهُ,,أت,و|ه,1,1.0,1
تَحْسَبُهَا,ت,حسب,ها,1,1.0,1
جَامِدَةً,,جامد,ة,1,1.0,1
تَمُرُّ,ت,مر,,1,1.0,1
السَّحَابِ,ال,سحاب,,1,1.0,1
صُنْعَ,,صنع,(null),1,1.0,1
أَتْقَنَ,,أتقن,,1,1.0,1
فَزَعٍ,,فزع,,1,1.0,1
فَكُبَّتْ,,ف+كب,ت,1,1.0,1
الْبَلْدَةِ,ال,بلد,ة|(null),1,1.0,1
حَرَّمَهَا,,حرم,ها,1,1.0,1
أَتْلُوَ,أ,تلو,,1,1.0,1
سَيُرِيكُمْ,,س+ي+ري,كم,1,1.0,1
فَتَعْرِفُونَهَا,ف|ت,عرف,و|ن|ها,1,1.0,1
نَتْلُو,ن,تلو,,1,1.0,1
عَلَا,,علا,(null),1,1.0,1
يَسْتَضْعِفُ,ي,ستضعف,,1,1.0,1
يُذَبِّحُ,ي,ذبح,,1,1.0,1
وَيَسْتَحْيِي,و|ي,ستحيي,,1,1.0,1
وَنُرِيدُ,و|ن,ريد,,1,1.0,1
نَمُنَّ,ن,من,,1,1.0,1
وَنَجْعَلَهُمْ,و|ن,جعل,هم,1,1.0,1
وَنَجْعَلَهُمُ,و|ن,جعل,هم,1,1.0,1
وَنُمَكِّنَ,و|ن,مكن,,1,1.0,1
وَنُرِيَ,و|ن,ري,,1,1.0,1
أَرْضِعِيهِ,,أ+رضع,ي|ه,1,1.0,1
خِفْتِ,,خف,ت,1,1.0,1
فَأَلْقِيهِ,ف,ألق,ي|ه,1,1.0,1
تَخَافِي,ت,خاف,ي,1,1.0,1
رَادُّوهُ,,راد,و|ه,1,1.0,1
وَجَاعِلُوهُ,و,جاعل,و|ه,1,1.0,1
فَالْتَقَطَهُ,ف,التقط,ه,1,1.0,1
وَحَزَنَاً,و,حزن,ا,1,1.0,1
قُرَّتُ,,قرت,,1,1.0,1
وَلَكَ,و|ل,ك,,1,1.0,1
تَقْتُلُوهُ,ت,قتل,و|ه,1,1.0,1
فُؤَادُ,,فؤاد,,1,1.0,1
فَارِغَاً,,فارغ,ا,1,1.0,1
كَادَتْ,,كاد,ت,1,1.0,1
لَتُبْدِي,,ل+ت+بدي,,1,1.0,1
رَبَطْنَا,,ربط,نا,1,1.0,1
قَلْبِهَا,,قلب,ها,1,1.0,1
لِأُخْتِهِ,ل,أخت,ه,1,1.0,1
قُصِّيهِ,,قص,ي|ه,1,1.0,1
فَبَصُرَتْ,ف,بصر,ت,1,1.0,1
جُنُبٍ,,جنب,,1,1.0,1
وَحَرَّمْنَا,و,حرم,نا,1,1.0,1
الْمَرَاضِعَ,ال,مراضع,,1,1.0,1
فَقَالَتْ,ف,قال,ت,1,1.0,1
يَكْفُلُونَهُ,ي,كفل,و|ن|ه,1,1.0,1
نَاصِحُونَ,,ناصح,ون,1,1.0,1
فَرَدَدْنَاهُ,ف,ردد,نا|ه,1,1.0,1
أُمِّهِ,,أم,ه,1,1.0,1
وَلِتَعْلَمَ,و,ل+ت+علم,,1,1.0,1
وَاسْتَوَى,و,استوى,,1,1.0,1
الْمَدِينَةَ,ال,مدين,ة|(null),1,1.0,1
حِينِ,,حين,,1,1.0,1
فَوَجَدَ,ف,وجد,,1,1.0,1
يَقْتَتِلَانِ,ي,قتتل,ان,1,1.0,1
فَاسْتَغَاثَهُ,ف,استغاث,ه,1,1.0,1
فَوَكَزَهُ,ف,وكز,ه,1,1.0,1
فَقَضَى,ف,قضى,,1,1.0,1
مُضِلٌّ,,مضل,,1,1.0,1
فَغَفَرَ,ف,غفر,,1,1.0,1
اسْتَنْصَرَهُ,,استنصر,ه,1,1.0,1
يَسْتَصْرِخُهُ,ي,ستصرخ,ه,1,1.0,1
لَغَوِيٌّ,ل,غوي,,1,1.0,1
يَبْطِشَ,ي,بطش,,1,1.0,1
أَتُرِيدُ,أ|ت,ريد,,1,1.0,1
تَقْتُلَنِي,ت,قتل+ن,ي,1,1.0,1
قَتَلْتَ,,قتل,ت,1,1.0,1
الْمَلَأَ,ال,ملأ,,1,1.0,1
يَأْتَمِرُونَ,ي,أتمر,و|ن,1,1.0,1
لِيَقْتُلُوكَ,ل|ي,قتل,و|ك,1,1.0,1
تَوَجَّهَ,,توجه,(null),1,1.0,1
يَهْدِيَنِي,ي,هدي+ن,ي,1,1.0,1
وَرَدَ,,ورد,,1,1.0,1
مَاءَ,,ماء,,1,1.0,1
يَسْقُونَ,ي,سق,ون,1,1.0,1
دُونِهِمُ,,دون,هم,1,1.0,1
امْرَأَتَيْنِ,,امرأ,ة|ين,1,1.0,1
تَذُودَانِ,ت,ذود,ان,1,1.0,1
خَطْبُكُمَا,,خطب,كما,1,1.0,1
نَسْقِي,ن,سقي,,1,1.0,1
يُصْدِرَ,ي,صدر,,1,1.0,1
الرِّعَاءُ,ال,رعاء,,1,1.0,1
وَأَبُونَا,و,أب,نا,1,1.0,1
شَيْخٌ,,شيخ,(null),1,1.0,1
فَسَقَى,ف,سقى,,1,1.0,1
الظِّلِّ,ال,ظل,,1,1.0,1
فَجَاءَتْهُ,ف,جاء,ت|ه,1,1.0,1
اسْتِحْيَاءٍ,,استحياء,,1,1.0,1
يَدْعُوكَ,ي,دعو,ك,1,1.0,1
لِيَجْزِيَكَ,ل|ي,جزي,ك,1,1.0,1
سَقَيْتَ,,سقي,ت,1,1.0,1
وَقَصَّ,و,قص,(null),1,1.0,1
نَجَوْتَ,,نجو,ت,1,1.0,1
اسْتَأْجِرْهُ,,ا+ستأجر,ه,1,1.0,1
اسْتَأْجَرْتَ,,استأجر,ت,1,1.0,1
أُنْكِحَكَ,أ,نكح,ك,1,1.0,1
ابْنَتَيَّ,,ابن,ت|ي,1,1.0,1
هَاتَيْنِ,,هات,ين,1,1.0,1
تَأْجُرَنِي,ت,أجر+ن,ي,1,1.0,1
ثَمَانِيَ,,ثماني,,1,1.0,1
حِجَجٍ,,حجج,,1,1.0,1
أَتْمَمْتَ,,أتمم,ت,1,1.0,1
أَشُقَّ,أ,شق,,1,1.0,1
أَيَّمَا,,أي,ما,1,1.0,1
الْأَجَلَيْنِ,ال,أجل,ين,1,1.0,1
قَضَيْتُ,,قضي,ت,1,1.0,1
الْأَجَلَ,ال,أجل,,1,1.0,1
وَسَارَ,و,سار,,1,1.0,1
آنَسَ,,آنس,,1,1.0,1
جَذْوَةٍ,,جذو,ة,1,1.0,1
شَاطِئِ,,شاطئ,,1,1.0,1
الْوَادِ,ال,واد,,1,1.0,1
الْبُقْعَةِ,ال,بقع,ة,1,1.0,1
الْمُبَارَكَةِ,ال,مبارك,ة,1,1.0,1
أَقْبِلْ,,أ+قبل,,1,1.0,1
الْآمِنِينَ,ال,آمن,ين,1,1.0,1
اسْلُكْ,,ا+سلك,,1,1.0,1
الرَّهْبِ,ال,رهب,,1,1.0,1
فَذَانِكَ,ف,ذانك,,1,1.0,1
بُرْهَانَانِ,,برهان,ان,1,1.0,1
قَتَلْتُ,,قتل,ت,1,1.0,1
أَفْصَحُ,,أفصح,,1,1.0,1
فَأَرْسِلْهُ,ف,أرسل+ه+None,,1,1.0,1
رِدْءَاً,,ردء,ا,1,1.0,1
يُصَدِّقُنِي,ي,صدق+ن,ي,1,1.0,1
سَنَشُدُّ,,س+ن+شد,,1,1.0,1
عَضُدَكَ,,عضد,ك,1,1.0,1
بِأَخِيكَ,ب,أخ,ي|ك,1,1.0,1
وَنَجْعَلُ,و|ن,جعل,,1,1.0,1
إِلَيْكُمَا,إلي,كما,,1,1.0,1
أَنْتُمَا,,أنتما,,1,1.0,1
اتَّبَعَكُمَا,,اتبع,كما,1,1.0,1
عَلِمْتُ,,علم,ت,1,1.0,1
فَأَوْقِدْ,ف,أ+وقد,,1,1.0,1
يَا هَامَانُ,يا,هامان,,1,1.0,1
على,,على,,1,1.0,1
أَطَّلِعُ,أ,طلع,,1,1.0,1
وَأَتْبَعْنَاهُمْ,و,أتبع,نا|هم,1,1.0,1
الْمَقْبُوحِينَ,ال,مقبوح,ين,1,1.0,1
الْغَرْبِيِّ,ال,غرب+ي,,1,1.0,1
فَتَطَاوَلَ,ف,تطاول,,1,1.0,1
ثَاوِيَاً,,ثاوي,ا,1,1.0,1
نَادَيْنَا,,نادي,نا,1,1.0,1
سِحْرَانِ,,سحر,ان,1,1.0,1
بِكُلٍّ,ب,كل,,1,1.0,1
أَتَّبِعْهُ,أ,تبع,ه,1,1.0,1
وَصَّلْنَا,,وصل,نا,1,1.0,1
يُؤْتَوْنَ,ي,ؤت,ون,1,1.0,1
اللَّغْوَ,ال,لغو,,1,1.0,1
نَبْتَغِي,ن,بتغي,,1,1.0,1
أَحْبَبْتَ,,أحبب,ت,1,1.0,1
نَتَّبِعِ,ن,تبع,,1,1.0,1
نُتَخَطَّفْ,ن,تخطف,,1,1.0,1
يُجْبَى,ي,جبى,,1,1.0,1
ثَمَرَاتُ,,ثمر,ات,1,1.0,1
بَطِرَتْ,,بطر,ت,1,1.0,1
مَعِيشَتَهَا,,معيش,ت|ها,1,1.0,1
تُسْكَنْ,ت,سكن,,1,1.0,1
أُمِّهَا,,أم,ها,1,1.0,1
مُهْلِكِي,,مهلك,ي,1,1.0,1
وَزِينَتُهَا,و,زين,ت|ها,1,1.0,1
وَعَدْنَاهُ,,وعد,نا|ه,1,1.0,1
لَاقِيهِ,,لاقي,ه,1,1.0,1
مَتَّعْنَاهُ,,متع,نا|ه,1,1.0,1
أَغْوَيْنَا,,أغوي,نا,1,1.0,1
أَغْوَيْنَاهُمْ,,أغوي,نا|هم,1,1.0,1
غَوَيْنَا,,غوي,نا,1,1.0,1
تَبَرَّأْنَا,,تبرأ,نا,1,1.0,1
أَجَبْتُمُ,,أجب,تم,1,1.0,1
فَعَمِيَتْ,ف,عمي,ت,1,1.0,1
الْأَنْبَاءُ,ال,أنباء,(null),1,1.0,1
الْمُفْلِحِينَ,ال,مفلح,ين,1,1.0,1
وَيَخْتَارُ,و|ي,ختار,,1,1.0,1
بِضِيَاءٍ,ب,ضياء,,1,1.0,1
بِلَيْلٍ,ب,ليل,,1,1.0,1
تَسْكُنُونَ,ت,سكن,ون,1,1.0,1
فَعَلِمُوا,ف,علم,وا,1,1.0,1
قَارُونَ,,قارون,,1,1.0,1
فَبَغَى,ف,بغى,,1,1.0,1
الْكُنُوزِ,ال,كنوز,(null),1,1.0,1
لَتَنُوءُ,,ل+ت+نوء,,1,1.0,1
بِالْعُصْبَةِ,ب|ال,عصب,ة,1,1.0,1
تَفْرَحْ,ت,فرح,,1,1.0,1
الْفَرِحِينَ,ال,فرح,ين,1,1.0,1
آتَاكَ,,آتا,ك,1,1.0,1
تَنْسَ,ت,نس,,1,1.0,1
نَصِيبَكَ,,نصيب,ك,1,1.0,1
وَأَحْسِنْ,و,أحسن,,1,1.0,1
تَبْغِ,ت,بغ,,1,1.0,1
أُوتِيتُهُ,,أوتي,ت|ه,1,1.0,1
وَأَكْثَرُ,و,أكثر,,1,1.0,1
ذُنُوبِهِمُ,,ذنوب,هم,1,1.0,1
زِينَتِهِ,,زين,ت|ه,1,1.0,1
قَارُونُ,,قارون,,1,1.0,1
فَخَسَفْنَا,ف,خسف,نا,1,1.0,1
وَبِدَارِهِ,و|ب,دار,ه,1,1.0,1
الْمُنْتَصِرِينَ,ال,منتصر,ين,1,1.0,1
تَمَنَّوْا,,تمن,وا,1,1.0,1
وَيْكَأَنَّ,و,ي+كأن,,1,1.0,1
لَخَسَفَ,,ل+خسف,,1,1.0,1
وَيْكَأَنَّهُ,و,ي+كأن+ه+None,,1,1.0,1
نَجْعَلُهَا,ن,جعل,ها,1,1.0,1
لَرَادُّكَ,,ل+راد,ك,1,1.0,1
مَعَادٍ,,معاد,,1,1.0,1
تَرْجُو,ت,رجو,,1,1.0,1
يَصُدُّنَّكَ,ي,صد+ن+ك+None,,1,1.0,1
هَالِكٌ,,هالك,,1,1.0,1
أَحَسِبَ,أ,حسب,,1,1.0,1
يُتْرَكُوا,ي,ترك,وا,1,1.0,1
فَلَيَعْلَمَنَّ,ف,ل+ي+علم+ن,,1,1.0,1
يَسْبِقُونَا,ي,سبق,و|نا,1,1.0,1
جَاهَدَ,,جاهد,,1,1.0,1
يُجَاهِدُ,ي,جاهد,,1,1.0,1
لَنُكَفِّرَنَّ,,ل+ن+كفر+ن,,1,1.0,1
لِتُشْرِكَ,ل|ت,شرك,,1,1.0,1
لَنُدْخِلَنَّهُمْ,,ل+ن+دخل+ن,هم,1,1.0,1
أُوذِيَ,أ,وذي,,1,1.0,1
فِتْنَةَ,,فتن,ة|(null),1,1.0,1
كَعَذَابِ,ك,عذاب,,1,1.0,1
سَبِيلَنَا,,سبيل,نا,1,1.0,1
وَلْنَحْمِلْ,و|ل|ن,حمل,,1,1.0,1
بِحَامِلِينَ,ب,حامل,ين,1,1.0,1
خَطَايَاهُمْ,,خطايا,هم,1,1.0,1
وَلَيَحْمِلُنَّ,و,ل+ي+حمل+ن+None+None,,1,1.0,1
أَثْقَالَهُمْ,,أثقال,هم,1,1.0,1
وَأَثْقَالَاً,و,أثقال,ا,1,1.0,1
أَثْقَالِهِمْ,,أثقال,هم,1,1.0,1
وَلَيُسْأَلُنَّ,و,ل+ي+سأل+ن+None+None,,1,1.0,1
الطُّوفَانُ,ال,طوفان,,1,1.0,1
وَتَخْلُقُونَ,و|ت,خلق,و|ن,1,1.0,1
إِفْكَاً,,إفك,ا,1,1.0,1
فَابْتَغُوا,ف,ابتغ,وا,1,1.0,1
وَاعْبُدُوهُ,و,ا+عبد,و|ه,1,1.0,1
تُكَذِّبُوا,ت,كذب,وا,1,1.0,1
بَدَأَ,,بدأ,,1,1.0,1
يُنْشِئُ,ي,نشئ,,1,1.0,1
وَيَرْحَمُ,و|ي,رحم,,1,1.0,1
تُقْلَبُونَ,ت,قلب,ون,1,1.0,1
رَحْمَتِي,,رحم,ت|ي,1,1.0,1
اقْتُلُوهُ,,ا+قتل,و|ه,1,1.0,1
فَأَنْجَاهُ,ف,أنجا,ه,1,1.0,1
مَوَدَّةَ,,مود,ة,1,1.0,1
وَيَلْعَنُ,و|ي,لعن,,1,1.0,1
مُهَاجِرٌ,,مهاجر,,1,1.0,1
أَجْرَهُ,,أجر,ه,1,1.0,1
وَتَقْطَعُونَ,و|ت,قطع+ون+None+None,,1,1.0,1
وَتَأْتُونَ,و|ت,أت+ون+None+None,,1,1.0,1
نَادِيكُمُ,,نادي,كم,1,1.0,1
بِعَذَابِ,ب,عذاب,,1,1.0,1
مُهْلِكُو,,مهلك,و,1,1.0,1
لَنُنَجِّيَنَّهُ,,ل+ن+نجي+ن,ه,1,1.0,1
مُنَجُّوكَ,,منج,و|ك,1,1.0,1
مُنْزِلُونَ,,منزل,ون,1,1.0,1
تَرَكْنَا,,ترك,نا,1,1.0,1
بَيِّنَةً,,بين,ة,1,1.0,1
وَارْجُوا,و,ا+رج,وا,1,1.0,1
مُسْتَبْصِرِينَ,,مستبصر,ين,1,1.0,1
سَابِقِينَ,,سابق,ين,1,1.0,1
فَكُلَّاً,ف,كل,ا,1,1.0,1
بِذَنْبِهِ,ب,ذنب,ه,1,1.0,1
خَسَفْنَا,,خسف,نا,1,1.0,1
اتَّخَذَتْ,,اتخذ,ت,1,1.0,1
أَوْهَنَ,,أوهن,,1,1.0,1
لَبَيْتُ,ل,بيت,,1,1.0,1
يَعْقِلُهَا,ي,عقل,ها,1,1.0,1
الْعَالِمُونَ,ال,عالم,ون,1,1.0,1
اتْلُ,,ا+تل,,1,1.0,1
تَنْهَى,ت,نهى,,1,1.0,1
وَلَذِكْرُ,و,ل+ذكر,,1,1.0,1
تَصْنَعُونَ,ت,صنع,ون,1,1.0,1
تُجَادِلُوا,ت,جادل,وا,1,1.0,1
وَأُنْزِلَ,و,أنزل,,1,1.0,1
وَإِلَهُنَا,و,إله,نا,1,1.0,1
تَخُطُّهُ,ت,خط,ه,1,1.0,1
لَارْتَابَ,,ل+ارتاب,,1,1.0,1
يَكْفِهِمْ,ي,كف,هم,1,1.0,1
لَرَحْمَةً,,ل+رحم,ة,1,1.0,1
لَجَاءَهُمُ,,ل+جاء+هم+None+None,,1,1.0,1
وَلَيَأْتِيَنَّهُمْ,و,ل+ي+أتي+ن,هم,1,1.0,1
يَسْتَعْجِلُونَكَ,ي,ستعجل+ون+ك+None+None,,1,1.0,1
يَغْشَاهُمُ,ي,غشا+هم+None,,1,1.0,1
أَرْضِي,,أرض,ي,1,1.0,1
غُرَفَاً,,غرف,ا,1,1.0,1
رِزْقَهَا,,رزق,ها,1,1.0,1
يَرْزُقُهَا,ي,رزق,ها,1,1.0,1
لَهْوٌ,,لهو,,1,1.0,1
وَلَعِبٌ,و,لعب,,1,1.0,1
لَهِيَ,,ل+هي,,1,1.0,1
الْحَيَوَانُ,ال,حيوان,,1,1.0,1
رَكِبُوا,,ركب,وا,1,1.0,1
وَلِيَتَمَتَّعُوا,و,ل+ي+تمتع,وا,1,1.0,1
وَيُتَخَطَّفُ,و|ي,تخطف,,1,1.0,1
حَوْلِهِمْ,,حول,(null)|هم,1,1.0,1
وَبِنِعْمَةِ,و|ب,نعم,ة,1,1.0,1
لَنَهْدِيَنَّهُمْ,,ل+ن+هدي+ن,هم,1,1.0,1
لَمَعَ,,ل+مع,,1,1.0,1
غُلِبَتِ,,غلب,ت,1,1.0,1
الرُّومُ,ال,روم,,1,1.0,1
غَلَبِهِمْ,,غلب,هم,1,1.0,1
سَيَغْلِبُونَ,س|ي,غلب+ون+None+None,,1,1.0,1
بِضْعِ,,بضع,,1,1.0,1
وَيَوْمَئِذٍ,و,يوم+ئذ+None+None,,1,1.0,1
يَفْرَحُ,ي,فرح,,1,1.0,1
بِنَصْرِ,ب,نصر,,1,1.0,1
يَنْصُرُ,ي,نصر,,1,1.0,1
لَكَافِرُونَ,,ل+كافر,ون,1,1.0,1
وَأَثَارُوا,و,أثار,وا,1,1.0,1
وَعَمَرُوهَا,و,عمر,و|ها,1,1.0,1
عَمَرُوهَا,,عمر,و|ها,1,1.0,1
عَاقِبَةَ,,عاقب,ة|(null),1,1.0,1
السُّوأَى,ال,سوأى,,1,1.0,1
يُبْلِسُ,ي,بلس,,1,1.0,1
شُفَعَاءُ,,شفعاء,,1,1.0,1
يَتَفَرَّقُونَ,ي,تفرق,و|ن,1,1.0,1
رَوْضَةٍ,,روض,ة,1,1.0,1
يُحْبَرُونَ,ي,حبر,ون,1,1.0,1
تُمْسُونَ,ت,مس,ون,1,1.0,1
تُصْبِحُونَ,ت,صبح,ون,1,1.0,1
تُظْهِرُونَ,ت,ظهر,ون,1,1.0,1
وَيُحْيِي,و|ي,حيى,,1,1.0,1
تَنْتَشِرُونَ,ت,نتشر,ون,1,1.0,1
وَاخْتِلَافُ,و,اختلاف,,1,1.0,1
أَلْسِنَتِكُمْ,,ألسن,ت|كم,1,1.0,1
وَأَلْوَانِكُمْ,و,ألوان,كم,1,1.0,1
لِلْعَالِمِينَ,ل|ل,عالم+ين+None,,1,1.0,1
مَنَامُكُمْ,,منام,كم,1,1.0,1
وَابْتِغَاؤُكُمْ,و,ابتغاؤ+كم+None,,1,1.0,1
فَيُحْيِي,ف|ي,حيي,,1,1.0,1
دَعْوَةً,,دعو,ة|(null),1,1.0,1
تَخْرُجُونَ,ت,خرج,ون,1,1.0,1
أَهْوَنُ,,أهون,,1,1.0,1
فَأَنْتُمْ,ف,أنتم,,1,1.0,1
تَخَافُونَهُمْ,ت,خاف+ون+هم+None+None,,1,1.0,1
كَخِيفَتِكُمْ,ك,خيف,ت|كم,1,1.0,1
فِطْرَتَ,,فطر,ت,1,1.0,1
لِخَلْقِ,ل,خلق,,1,1.0,1
أَذَاقَهُمْ,,أذاق,هم,1,1.0,1
يَتَكَلَّمُ,ي,تكلم,,1,1.0,1
يَقْنَطُونَ,ي,قنط,ون,1,1.0,1
فَآتِ,ف,آت,,1,1.0,1
رِبَاً,,ربا,,1,1.0,1
لِيَرْبُوَ,,ل+ي+ربو,,1,1.0,1
يَرْبُو,ي,ربو,,1,1.0,1
زَكَاةٍ,,زكا,ة,1,1.0,1
الْمُضْعِفُونَ,ال,مضعف,ون,1,1.0,1
رَزَقَكُمْ,,رزق,كم,1,1.0,1
الْفَسَادُ,ال,فساد,,1,1.0,1
أَيْدِي,,أيد,ي,1,1.0,1
لِيُذِيقَهُمْ,,ل+ي+ذيق,هم,1,1.0,1
الْقَيِّمِ,ال,قيم,,1,1.0,1
يَصَّدَّعُونَ,ي,صدع,و|ن,1,1.0,1
فَلِأَنْفُسِهِمْ,ف|ل,أنفس,هم,1,1.0,1
يَمْهَدُونَ,ي,مهد,ون,1,1.0,1
مُبَشِّرَاتٍ,,مبشر,ات,1,1.0,1
وَلِيُذِيقَكُمْ,و|ل|ي,ذيق,كم,1,1.0,1
وَلِتَجْرِيَ,و|ل|ت,جري,,1,1.0,1
فَيَبْسُطُهُ,ف|ي,بسط,ه,1,1.0,1
وَيَجْعَلُهُ,و|ي,جعل,ه,1,1.0,1
لَمُبْلِسِينَ,,ل+مبلس,ين,1,1.0,1
آثَارِ,,آثار,,1,1.0,1
فَرَأَوْهُ,ف,رأ,و|ه,1,1.0,1
لَظَلُّوا,,ل+ظل,وا,1,1.0,1
بِهَادِ,ب,هاد,,1,1.0,1
وَشَيْبَةً,و,شيب,ة,1,1.0,1
الْقَدِيرُ,ال,قدير,,1,1.0,1
يُقْسِمُ,ي,قسم,,1,1.0,1
سَاعَةٍ,,ساع,ة|(null),1,1.0,1
فَهَذَا,ف,هذا,,1,1.0,1
مُبْطِلُونَ,,مبطل,ون,1,1.0,1
يَسْتَخِفَّنَّكَ,ي,ستخف+ن,ك,1,1.0,1
يَشْتَرِي,ي,شتري,,1,1.0,1
لَهْوَ,,لهو,,1,1.0,1
وَيَتَّخِذَهَا,و|ي,تخذ,ها,1,1.0,1
كَأَنَّ,,كأن,,1,1.0,1
أُذُنَيْهِ,,أذن,ي|ه,1,1.0,1
فَأَرُونِي,,ف+أر+و+ن,ي,1,1.0,1
لُقْمَانَ,,لقمان,,1,1.0,1
يَشْكُرْ,ي,شكر,,1,1.0,1
لُقْمَانُ,,لقمان,,1,1.0,1
لِابْنِهِ,ل,ابن,ه,1,1.0,1
يَعِظُهُ,ي,عظ,ه,1,1.0,1
الشِّرْكَ,ال,شرك,,1,1.0,1
لَظُلْمٌ,,ل+ظلم,,1,1.0,1
وَهْنَاً,,وهن,ا,1,1.0,1
وَهْنٍ,,وهن,,1,1.0,1
عَامَيْنِ,,عام,ين,1,1.0,1
وَلِوَالِدَيْكَ,و|ل,والد,ي|ك,1,1.0,1
تُشْرِكَ,ت,شرك,,1,1.0,1
وَصَاحِبْهُمَا,و,صاحب,هما,1,1.0,1
فَتَكُنْ,ف|ت,كن,,1,1.0,1
صَخْرَةٍ,,صخر,ة|(null),1,1.0,1
وَانْهَ,و,ا+نه,,1,1.0,1
تُصَعِّرْ,ت,صعر,,1,1.0,1
خَدَّكَ,,خد,ك,1,1.0,1
وَاقْصِدْ,و,ا+قصد,,1,1.0,1
مَشْيِكَ,,مشي,ك,1,1.0,1
وَاغْضُضْ,و,ا+غضض,,1,1.0,1
صَوْتِكَ,,صوت,ك,1,1.0,1
أَنْكَرَ,,أنكر,,1,1.0,1
الْأَصْوَاتِ,ال,أصوات,,1,1.0,1
لَصَوْتُ,,ل+صوت,,1,1.0,1
الْحَمِيرِ,ال,حمير,,1,1.0,1
وَأَسْبَغَ,و,أسبغ,,1,1.0,1
نِعَمَهُ,,نعم,ه,1,1.0,1
وَبَاطِنَةً,و,باطن,ة|(null),1,1.0,1
يَدْعُوهُمْ,ي,دعو,هم,1,1.0,1
يُسْلِمْ,ي,سلم,,1,1.0,1
فَنُنَبِّئُهُمْ,ف|ن,نبئ,هم,1,1.0,1
نُمَتِّعُهُمْ,ن,متع,هم,1,1.0,1
نَضْطَرُّهُمْ,ن,ضطر,هم,1,1.0,1
أَقْلَامٌ,,أقلام,,1,1.0,1
وَالْبَحْرُ,و|ال,بحر,,1,1.0,1
يَمُدُّهُ,ي,مد,ه,1,1.0,1
أَبْحُرٍ,,أبحر,,1,1.0,1
نَفِدَتْ,,نفد,ت,1,1.0,1
خَلْقُكُمْ,,خلق,كم,1,1.0,1
بَعْثُكُمْ,,بعث,كم,1,1.0,1
كَنَفْسٍ,ك,نفس,,1,1.0,1
لِيُرِيَكُمْ,,ل+ي+ري,كم,1,1.0,1
كَالظُّلَلِ,ك|ال,ظلل,,1,1.0,1
خَتَّارٍ,,ختار,,1,1.0,1
وَاخْشَوْا,و,ا+خش,وا,1,1.0,1
وَالِدٌ,,والد,(null),1,1.0,1
وَلَدِهِ,,ولد,ه,1,1.0,1
جَازٍ,,جاز,,1,1.0,1
وَالِدِهِ,,والد,ه,1,1.0,1
أَرْضٍ,,أرض,(null),1,1.0,1
تَمُوتُ,ت,موت,,1,1.0,1
وَبَدَأَ,و,بدأ,,1,1.0,1
نَسْلَهُ,,نسل,ه,1,1.0,1
سَوَّاهُ,,سوا,ه,1,1.0,1
وَنَفَخَ,و,نفخ,,1,1.0,1
رُوحِهِ,,روح,(null)|ه,1,1.0,1
ضَلَلْنَا,,ضلل,نا,1,1.0,1
مَلَكُ,,ملك,(null),1,1.0,1
وُكِّلَ,و,كل,,1,1.0,1
نَاكِسُو,,ناكس,و,1,1.0,1
أَبْصَرْنَا,,أبصر,نا,1,1.0,1
وَسَمِعْنَا,و,سمع,نا,1,1.0,1
فَارْجِعْنَا,ف,ا+رجع,نا,1,1.0,1
مُوقِنُونَ,,موقن,ون,1,1.0,1
لَآتَيْنَا,,ل+آتي,نا,1,1.0,1
هُدَاهَا,,هدا,ها,1,1.0,1
نَسِينَاكُمْ,,نسي,نا|كم,1,1.0,1
وَسَبَّحُوا,و,سبح,وا,1,1.0,1
تَتَجَافَى,ت,تجافى,,1,1.0,1
جُنُوبُهُمْ,,جنوب,هم,1,1.0,1
أُخْفِيَ,,أخفي,,1,1.0,1
قُرَّةِ,,قر,ة,1,1.0,1
فَاسِقَاً,,فاسق,ا,1,1.0,1
فَمَأْوَاهُمُ,ف,مأوا,هم,1,1.0,1
لِقَائِهِ,,لقائ,(null)|ه,1,1.0,1
نَسُوقُ,ن,سوق,,1,1.0,1
الْجُرُزِ,ال,جرز,,1,1.0,1
فَنُخْرِجُ,ف|ن,خرج,,1,1.0,1
أَنْعَامُهُمْ,,أنعام,هم,1,1.0,1
