Word,Without_Diacritics,Count,Root,Wazn,Status,Source_Of_Claim
قَارِعَةٌ,قارعة,2,قرع,فَاعِلَة,open_class,wazn_alignment:فَاعِلَة
قَاصِدَاً,قاصدا,2,قصد,فَاعِل,open_class,wazn_alignment:فَاعِل
قَاصِفَاً,قاصفا,2,قصف,فَاعِل,open_class,wazn_alignment:فَاعِل
قَاطِعَةً,قاطعة,2,قطع,فَاعِلَة,open_class,wazn_alignment:فَاعِلَة
قَاعِدَاً,قاعدا,2,قعد,فَاعِل,open_class,wazn_alignment:فَاعِل
قَاعِدُونَ,قاعدون,2,قعد,فَاعِلُون,open_class,wazn_alignment:فَاعِلُون
قَالَهَا,قالها,2,قله,فَأَعل,open_class,wazn_alignment:فَأَعل
قَانِتَاتٌ,قانتات,2,قنت,فَاعِلَات,open_class,wazn_alignment:فَاعِلَات
قَانِتَاتٍ,قانتات,2,قنت,فَاعِلَات,open_class,wazn_alignment:فَاعِلَات
قَانِتَاً,قانتا,2,قنت,فَاعِل,open_class,wazn_alignment:فَاعِل
قَانِتِينَ,قانتين,2,قنت,فَاعِل,open_class,wazn_alignment:فَاعِل
قَاهِرُونَ,قاهرون,2,قهر,فَاعِلُون,open_class,wazn_alignment:فَاعِلُون
قَبْضَاً,قبضا,2,قبض,فَعْل,open_class,wazn_alignment:فَعْل
قَبْلَهُ,قبله,2,قبل,فَعْلَهُ,open_class,wazn_alignment:فَعْلَهُ
قَبْلِهِمُ,قبلهم,2,قبل,فَعْل,open_class,wazn_alignment:فَعْل
قَتَرَةٌ,قترة,2,قتر,فَعَلَة,open_class,wazn_alignment:فَعَلَة
قَتَلَهُ,قتله,2,قتل,فَعَل,open_class,wazn_alignment:فَعَل
قَتَلَهُمْ,قتلهم,2,قتل,فَعَل,open_class,wazn_alignment:فَعَل
قَتَلُوا,قتلوا,2,قتل,فَعَلُوا,open_class,wazn_alignment:فَعَلُوا
قَتَلْتَ,قتلت,2,قتل,فَعَل,open_class,wazn_alignment:فَعَل
قَتَلْتُ,قتلت,2,قتل,فَعَل,open_class,wazn_alignment:فَعَل
قَتَلْتُمْ,قتلتم,2,قتل,فَعَل,open_class,wazn_alignment:فَعَل
قَتَلْنَا,قتلنا,2,قتل,فَعَلْنَا,open_class,wazn_alignment:فَعَلْنَا
قَتُورَاً,قتورا,2,قتر,فَعُول,open_class,wazn_alignment:فَعُول
قَتْلَ,قتل,2,قتل,فَعْل,open_class,wazn_alignment:فَعْل
قَتْلَهُمْ,قتلهم,2,قتل,فَعْل,open_class,wazn_alignment:فَعْل
قَدَرٍ,قدر,2,قدر,فَعَل,open_class,wazn_alignment:فَعَل
قَدَرَاً,قدرا,2,قدر,فَعَل,open_class,wazn_alignment:فَعَل
قَدَّمَ,قدم,2,قدم,فَعَّل,open_class,wazn_alignment:فَعَّل
قَدَّمُوا,قدموا,2,قدم,فَعَّل,open_class,wazn_alignment:فَعَّل
قَدَّمْتُمْ,قدمتم,2,قدم,فَعَّل,open_class,wazn_alignment:فَعَّل
قَدْحَاً,قدحا,2,قدح,فَعْل,open_class,wazn_alignment:فَعْل
قَدْرَاً,قدرا,2,قدر,فَعْل,open_class,wazn_alignment:فَعْل
قَرَّبَا,قربا,2,قرب,فَعَّل,open_class,wazn_alignment:فَعَّل
قَرْحٌ,قرح,2,قرح,فَعْل,open_class,wazn_alignment:فَعْل
قَسَمْنَا,قسمنا,2,قسم,فَعَلْنَا,open_class,wazn_alignment:فَعَلْنَا
قَسْوَةً,قسوة,2,قسو,فَعْلَة,open_class,wazn_alignment:فَعْلَة
قَصَصَاً,قصصا,2,قصص,فَعَل,open_class,wazn_alignment:فَعَل
قَصَصِهِمْ,قصصهم,2,قصص,فَعَل,open_class,wazn_alignment:فَعَل
قَصَمْنَا,قصمنا,2,قصم,فَعَلْنَا,open_class,wazn_alignment:فَعَلْنَا
قَصْدُ,قصد,2,قصد,فَعْل,open_class,wazn_alignment:فَعْل
قَضَاهَا,قضاها,2,قضا,فَعَل,open_class,wazn_alignment:فَعَل
قَضَوْا,قضوا,2,قضا,فَعَوْل,open_class,wazn_alignment:فَعَوْل
قَضَيْتَ,قضيت,2,قضت,فَعَيْل,open_class,wazn_alignment:فَعَيْل
قَضَيْتُ,قضيت,2,قضت,فَعَيْل,open_class,wazn_alignment:فَعَيْل
قَضَيْتُمُ,قضيتم,2,قضي,فَعَل,open_class,wazn_alignment:فَعَل
قَضَيْتُمْ,قضيتم,2,قضي,فَعَل,open_class,wazn_alignment:فَعَل
قَطَعْتُمْ,قطعتم,2,قطع,فَعَل,open_class,wazn_alignment:فَعَل
قَطَّعْنَ,قطعن,2,قطع,فَعَّل,open_class,wazn_alignment:فَعَّل
قَفَّيْنَا,قفينا,2,قفن,فَعَّيْل,open_class,wazn_alignment:فَعَّيْل
قَلِيلُونَ,قليلون,2,قلل,فَعِيل,open_class,wazn_alignment:فَعِيل
قَلْبَيْنِ,قلبين,2,قلب,فَعْلَان,open_class,wazn_alignment:فَعْل
قَلْبِهَا,قلبها,2,قلب,فَعْل,open_class,wazn_alignment:فَعْل
قَنَطُوا,قنطوا,2,قنط,فَعَلُوا,open_class,wazn_alignment:فَعَلُوا
قَوَامَاً,قواما,2,قام,فَوَعَل,open_class,wazn_alignment:فَوَعَل
قَوَّامُونَ,قوامون,2,قوم,فَعَّال,open_class,wazn_alignment:فَعَّال
قَوْسَيْنِ,قوسين,2,قسي,فَوْعَل,open_class,wazn_alignment:فَوْعَل
قَوْلٌ,قول,2,قول,فَعْل,open_class,wazn_alignment:فَعْل
قَوْلَكُمْ,قولكم,2,قول,فَعْل,open_class,wazn_alignment:فَعْل
قَوْلُكُمْ,قولكم,2,قول,فَعْل,open_class,wazn_alignment:فَعْل
قَوْلُنَا,قولنا,2,قول,فَعْل,open_class,wazn_alignment:فَعْل
قَوْلِكَ,قولك,2,قلك,فَوْعِل,open_class,wazn_alignment:فَوْعِل
قَوْلِهَا,قولها,2,قله,فَوْعِل,open_class,wazn_alignment:فَوْعِل
قَيِّمَاً,قيما,2,قيم,فَعِّل,open_class,wazn_alignment:فَعِّل
قُتِلَتْ,قتلت,2,قتل,فُعِل,open_class,wazn_alignment:فُعِل
قُتِلْنَا,قتلنا,2,قتل,فُعِل,open_class,wazn_alignment:فُعِل
قُرُبَاتٍ,قربات,2,قرب,فُعُل,open_class,wazn_alignment:فُعُل
قُرِئَ,قرئ,2,قرئ,فُعِل,open_class,wazn_alignment:فُعِل
قُرَّةَ,قرة,2,قرة,فُعَّل,open_class,wazn_alignment:فُعَّل
قُرَّةِ,قرة,2,قرة,فُعَّل,open_class,wazn_alignment:فُعَّل
قُرْآنَهُ,قرآنه,2,قرء,فُعْلَان,open_class,wazn_alignment:فُعْلَان
قُضِيَتِ,قضيت,2,قضت,فُعِيل,open_class,wazn_alignment:فُعِيل
قُلْتُ,قلت,2,قلت,فُعْل,open_class,wazn_alignment:فُعْل
قُلْنَ,قلن,2,قلن,فُعْل,open_class,wazn_alignment:فُعْل
قُمْتُمْ,قمتم,2,قم,فُل,open_class,wazn_alignment:فُل
قُوا,قوا,2,قوا,فُعِل,open_class,wazn_alignment:فُعِل
قُوتِلُوا,قوتلوا,2,قتل,فُوعِل,open_class,wazn_alignment:فُوعِل
قُوتِلْتُمْ,قوتلتم,2,قتل,فُوعِل,open_class,wazn_alignment:فُوعِل
قِبَلَكَ,قبلك,2,قبل,فِعَل,open_class,wazn_alignment:فِعَل
قِبَلِهِ,قبله,2,قله,فِبَعِل,open_class,wazn_alignment:فِبَعِل
قِبْلَةَ,قبلة,2,قبل,فِعْلَة,open_class,wazn_alignment:فِعْلَة
قِتَالَاً,قتالا,2,قتل,فِعَال,open_class,wazn_alignment:فِعَال
قِدَدَاً,قددا,2,قدد,فِعَل,open_class,wazn_alignment:فِعَل
قِسِّيسِينَ,قسيسين,2,قسس,فِعِّيل,open_class,wazn_alignment:فِعِّيل
قِصَاصٌ,قصاص,2,قصص,فِعَال,open_class,wazn_alignment:فِعَال
قِطَّنَا,قطنا,2,قطن,فِعَّل,open_class,wazn_alignment:فِعَّل
قِيَامٍ,قيام,2,قام,فِيعَل,open_class,wazn_alignment:فِيعَل
قِيَمَاً,قيما,2,قيم,فِعَل,open_class,wazn_alignment:فِعَل
كَاتِبَاً,كاتبا,2,كتب,فَاعِل,open_class,wazn_alignment:فَاعِل
كَاتِبُونَ,كاتبون,2,كتب,فَاعِلُون,open_class,wazn_alignment:فَاعِلُون
كَاتِبِينَ,كاتبين,2,كتب,فَاعِل,open_class,wazn_alignment:فَاعِل
كَادَتْ,كادت,2,كود,فَالَتْ,open_class,wazn_alignment:فَالَتْ
كَاذِبٌ,كاذب,2,كذب,فَاعِل,open_class,wazn_alignment:فَاعِل
كَاذِبَةٌ,كاذبة,2,كذب,فَاعِلَة,open_class,wazn_alignment:فَاعِلَة
كَاذِبَةٍ,كاذبة,2,كذب,فَاعِلَة,open_class,wazn_alignment:فَاعِلَة
كَاذِبُونَ,كاذبون,2,كذب,فَاعِلُون,open_class,wazn_alignment:فَاعِلُون
كَارِهِينَ,كارهين,2,كره,فَاعِل,open_class,wazn_alignment:فَاعِل
كَاشِفَ,كاشف,2,كشف,فَاعِل,open_class,wazn_alignment:فَاعِل
كَاشِفَاتُ,كاشفات,2,كشف,فَاعِلَات,open_class,wazn_alignment:فَاعِلَات
كَاشِفَةٌ,كاشفة,2,كشف,فَاعِلَة,open_class,wazn_alignment:فَاعِلَة
كَاشِفُو,كاشفو,2,شفو,فِعل,open_class,wazn_alignment:فِعل
كَاظِمِينَ,كاظمين,2,كظم,فَاعِل,open_class,wazn_alignment:فَاعِل
كَافِرٌ,كافر,2,كفر,فَاعِل,open_class,wazn_alignment:فَاعِل
كَافِرَةٌ,كافرة,2,كفر,فَاعِلَة,open_class,wazn_alignment:فَاعِلَة
كَالِحُونَ,كالحون,2,كلح,فَاعِلُون,open_class,wazn_alignment:فَاعِلُون
كَامِلَيْنِ,كاملين,2,كمل,فَاعِل,open_class,wazn_alignment:فَاعِل
كَانَتِ,كانت,2,كنت,فَأَعل,open_class,wazn_alignment:فَأَعل
كَبُرَتْ,كبرت,2,كبر,فَعل,open_class,wazn_alignment:فَعل
كَبِيرٍ,كبير,2,كبر,فَعِيل,open_class,wazn_alignment:فَعِيل
كَتَبَتْ,كتبت,2,كتب,فَعَلَتْ,open_class,wazn_alignment:فَعَلَتْ
كَتَبْتَ,كتبت,2,كتب,فَعَل,open_class,wazn_alignment:فَعَل
كَثُرَتْ,كثرت,2,كثر,فَعل,open_class,wazn_alignment:فَعل
كَدْحَاً,كدحا,2,كدح,فَعْل,open_class,wazn_alignment:فَعْل
كَذَبَ,كذب,2,كذب,فَعَل,open_class,wazn_alignment:فَعَل
كَذِبُهُ,كذبه,2,كذب,فَعل,open_class,wazn_alignment:فَعل
كَرَّةٌ,كرة,2,كرة,فَعَّل,open_class,wazn_alignment:فَعَّل
كَرَّمْتَ,كرمت,2,رمت,فَّعْل,open_class,wazn_alignment:فَّعْل
كَرَّمْنَا,كرمنا,2,رمن,فَّعْل,open_class,wazn_alignment:فَّعْل
كَسَادَهَا,كسادها,2,سده,فَأَعل,open_class,wazn_alignment:فَأَعل
كَسَبَا,كسبا,2,كسب,فَعَل,open_class,wazn_alignment:فَعَل
كَشَفَ,كشف,2,كشف,فَعَل,open_class,wazn_alignment:فَعَل
كَشَفْتَ,كشفت,2,كشف,فَعَل,open_class,wazn_alignment:فَعَل
كَشْفَ,كشف,2,كشف,فَعْل,open_class,wazn_alignment:فَعْل
كَفَرْتُ,كفرت,2,كفر,فَعَل,open_class,wazn_alignment:فَعَل
كَفَفْتُ,كففت,2,كفف,فَعَل,open_class,wazn_alignment:فَعَل
كَفُورٌ,كفور,2,كفر,فَعُول,open_class,wazn_alignment:فَعُول
كَفِيلَاً,كفيلا,2,كفل,فَعِيل,open_class,wazn_alignment:فَعِيل
كَفَّ,كف,2,كفف,فَعَّ,open_class,wazn_alignment:فَعَّ
كَفَّارٌ,كفار,2,كفر,فَعَّال,open_class,wazn_alignment:فَعَّال
كَفَّارٍ,كفار,2,كفر,فَعَّال,open_class,wazn_alignment:فَعَّال
كَفَّارَاً,كفارا,2,كفر,فَعَّال,open_class,wazn_alignment:فَعَّال
كَفَّارَةُ,كفارة,2,كفر,فَعَّالَة,open_class,wazn_alignment:فَعَّالَة
كَلَالَةً,كلالة,2,للة,فَأَعل,open_class,wazn_alignment:فَأَعل
كَلِمَاتٍ,كلمات,2,لمت,فِعَال,open_class,wazn_alignment:فِعَال
كَلَّمَهُ,كلمه,2,لمه,فَّعل,open_class,wazn_alignment:فَّعل
كَنَزْتُمْ,كنزتم,2,زتم,نَفْعُلْ,open_class,wazn_alignment:نَفْعُلْ
كَيْدَ,كيد,2,كيد,فَعْل,open_class,wazn_alignment:فَعْل
كَيْدَكُمْ,كيدكم,2,كيد,فَعْل,open_class,wazn_alignment:فَعْل
كَيْدَكُنَّ,كيدكن,2,كدك,فَيْعَل,open_class,wazn_alignment:فَيْعَل
كَيْدَهُ,كيده,2,كيد,فَعْلَهُ,open_class,wazn_alignment:فَعْلَهُ
كَيْدَهُمْ,كيدهم,2,كيد,فَعْل,open_class,wazn_alignment:فَعْل
كَيْدُهُ,كيده,2,كيد,فَعْلُهُ,open_class,wazn_alignment:فَعْلُهُ
كَيْدِكُنَّ,كيدكن,2,كدك,فَيْعِل,open_class,wazn_alignment:فَيْعِل
كَيْلَ,كيل,2,كيل,فَعْل,open_class,wazn_alignment:فَعْل
كُبِتُوا,كبتوا,2,كبت,فُعِل,open_class,wazn_alignment:فُعِل
كُبَّارَاً,كبارا,2,كبر,فُعَّال,open_class,wazn_alignment:فُعَّال
كُذِبُوا,كذبوا,2,كذب,فُعِل,open_class,wazn_alignment:فُعِل
كُذِّبُوا,كذبوا,2,كذب,فُعِّل,open_class,wazn_alignment:فُعِّل
كُسَالَى,كسالى,2,سلى,فَأَعل,open_class,wazn_alignment:فَأَعل
كُشِطَتْ,كشطت,2,كشط,فُعِل,open_class,wazn_alignment:فُعِل
كُفُوَاً,كفوا,2,كفو,فُعُل,open_class,wazn_alignment:فُعُل
كُفَّارَاً,كفارا,2,كفر,فُعَّال,open_class,wazn_alignment:فُعَّال
كُفُّوا,كفوا,2,كفا,فُعُّول,open_class,wazn_alignment:فُعُّول
كُلِي,كلي,2,كلي,فُعِل,open_class,wazn_alignment:فُعِل
كُلَّما,كلما,2,كلم,فُعَّل,open_class,wazn_alignment:فُعَّل
كُلَّهُ,كله,2,كله,فُعَّل,open_class,wazn_alignment:فُعَّل
كُلُّهُنَّ,كلهن,2,كله,فُعُّل,open_class,wazn_alignment:فُعُّل
كُلِّهَا,كلها,2,كله,فُعِّل,open_class,wazn_alignment:فُعِّل
كُنْتِ,كنت,2,كنت,فُعْل,open_class,wazn_alignment:فُعْل
كُونِي,كوني,2,كني,فُوعِل,open_class,wazn_alignment:فُوعِل
كُوِّرَتْ,كورت,2,كور,فُعِّل,open_class,wazn_alignment:فُعِّل
كِبْرَهُ,كبره,2,كبر,فِعْل,open_class,wazn_alignment:فِعْل
كِتَابُنَا,كتابنا,2,ابن,تَفَعُل,open_class,wazn_alignment:تَفَعُل
كِدْنَا,كدنا,2,كدن,فِعْل,open_class,wazn_alignment:فِعْل
كِفَاتَاً,كفاتا,2,كفت,فِعَال,open_class,wazn_alignment:فِعَال
كِفْلَيْنِ,كفلين,2,كفل,فِعْل,open_class,wazn_alignment:فِعْل
كِلَاهُمَا,كلاهما,2,لهم,فَأَعل,open_class,wazn_alignment:فَأَعل
كِلْتُمْ,كلتم,2,كل,فِل,open_class,wazn_alignment:فِل
لَا جَرَمَ,لا جرم,2, جرم,فَفَعَل,open_class,wazn_alignment:فَفَعَل
لَائِمٍ,لائم,2,لوم,فَائِل,open_class,wazn_alignment:فَائِل
لَابِثِينَ,لابثين,2,لبث,فَاعِل,open_class,wazn_alignment:فَاعِل
لَاقِيهِ,لاقيه,2,لقي,فَاعِل,open_class,wazn_alignment:فَاعِل
لَاهِيَةً,لاهية,2,لهي,فَاعِلَة,open_class,wazn_alignment:فَاعِلَة
لَبِثَ,لبث,2,لبث,فَعل,open_class,wazn_alignment:فَعل
لَجُّوا,لجوا,2,لجا,فَعُّول,open_class,wazn_alignment:فَعُّول
لَدَى,لدى,2,لدى,فَعَل,open_class,wazn_alignment:فَعَل
لَسْتُ,لست,2,لست,فَعْل,open_class,wazn_alignment:فَعْل
لَطِيفَاً,لطيفا,2,لطف,فَعِيل,open_class,wazn_alignment:فَعِيل
لَعَنَتْ,لعنت,2,لعن,فَعَلَتْ,open_class,wazn_alignment:فَعَلَتْ
لَعَنَّا,لعنا,2,عنا,فَعَّل,open_class,wazn_alignment:فَعَّل
لَعِبَاً,لعبا,2,لعب,فَعل,open_class,wazn_alignment:فَعل
لَعْنَاً,لعنا,2,لعن,فَعْل,open_class,wazn_alignment:فَعْل
لَعْنَةَ,لعنة,2,لعة,فَعْنَل,open_class,wazn_alignment:فَعْنَل
لَفِيفَاً,لفيفا,2,لفف,فَعِيل,open_class,wazn_alignment:فَعِيل
لَقِيتُمْ,لقيتم,2,لقي,فَعل,open_class,wazn_alignment:فَعل
لَقِينَا,لقينا,2,لقن,فَعِيل,open_class,wazn_alignment:فَعِيل
لَقِيَا,لقيا,2,لقا,فَعِيل,open_class,wazn_alignment:فَعِيل
لَمَسْنَا,لمسنا,2,لمس,فَعَلْنَا,open_class,wazn_alignment:فَعَلْنَا
لَوَّاحَةٌ,لواحة,2,لوح,فَعَّالَة,open_class,wazn_alignment:فَعَّالَة
لَوَّوْا,لووا,2,ووا,فَّعْل,open_class,wazn_alignment:فَّعْل
لَوْمَةَ,لومة,2,لوم,فَعْلَة,open_class,wazn_alignment:فَعْلَة
لَيَالٍ,ليال,2,يول,فَاعٍ,open_class,wazn_alignment:فَاعٍ
لَيَّاً,ليا,2,ليي,فَعَّ,open_class,wazn_alignment:فَعَّ
لَيِّنَاً,لينا,2,لين,فَعِّل,open_class,wazn_alignment:فَعِّل
لَيْلَهَا,ليلها,2,لله,فَيْعَل,open_class,wazn_alignment:فَيْعَل
لُبَدَاً,لبدا,2,لبد,فُعل,open_class,wazn_alignment:فُعل
لُجِّيٍّ,لجي,2,لجج,فُعِّ,open_class,wazn_alignment:فُعِّ
لُدَّاً,لدا,2,لدد,فُعَّ,open_class,wazn_alignment:فُعَّ
لُعِنُوا,لعنوا,2,لعن,فُعِل,open_class,wazn_alignment:فُعِل
لُمَزَةٍ,لمزة,2,مزة,فَعَل,open_class,wazn_alignment:فَعَل
لُوطٌ,لوط,2,لوط,فُعِل,open_class,wazn_alignment:فُعِل
لِبَدَاً,لبدا,2,لبد,فِعَل,open_class,wazn_alignment:فِعَل
لِقَاءِ,لقاء,2,لقء,فِعَال,open_class,wazn_alignment:فِعَال
لِنْتَ,لنت,2,لنت,فِعْل,open_class,wazn_alignment:فِعْل
لِوَاذَاً,لواذا,2,لوذ,فِعَال,open_class,wazn_alignment:فِعَال
مَأْتِيَّاً,مأتيا,2,مأت,فَعْلِيّ,open_class,wazn_alignment:فَعْلِيّ
مَأْمَنَهُ,مأمنه,2,أمن,مَفْعَل,open_class,wazn_alignment:مَفْعَل
مَأْوَاكُمُ,مأواكم,2,مأا,فَعْوَل,open_class,wazn_alignment:فَعْوَل
مَأْوَاهُمُ,مأواهم,2,مأا,فَعْوَل,open_class,wazn_alignment:فَعْوَل
مَاكِثُونَ,ماكثون,2,مكث,فَاعِلُون,open_class,wazn_alignment:فَاعِلُون
مَاكِثِينَ,ماكثين,2,مكث,فَاعِل,open_class,wazn_alignment:فَاعِل
مَالِكُونَ,مالكون,2,ملك,فَاعِلُون,open_class,wazn_alignment:فَاعِلُون
مَبْلَغُهُمْ,مبلغهم,2,بلغ,مَفْعَل,open_class,wazn_alignment:مَفْعَل
مَتَابَاً,متابا,2,متاب,فَفَعَل,open_class,wazn_alignment:فَفَعَل
مَتَاعَ,متاع,2,متاع,فَفَعَل,open_class,wazn_alignment:فَفَعَل
مَتِينٌ,متين,2,متن,فَعِيل,open_class,wazn_alignment:فَعِيل
مَتَّعْتُ,متعت,2,متع,فَعَّل,open_class,wazn_alignment:فَعَّل
مَتْرَبَةٍ,متربة,2,ترب,مَفْعَلَة,open_class,wazn_alignment:مَفْعَلَة
مَثَابَةً,مثابة,2,مثبة,فَفَاعَل,open_class,wazn_alignment:فَفَاعَل
مَثْبُورَاً,مثبورا,2,ثبر,مَفْعُول,open_class,wazn_alignment:مَفْعُول
مَثْوَاكُمْ,مثواكم,2,مثا,فَعْوَل,open_class,wazn_alignment:فَعْوَل
مَثْوَاهُ,مثواه,2,مثا,فَعْوَل,open_class,wazn_alignment:فَعْوَل
مَثْوَايَ,مثواي,2,مثا,فَعْوَل,open_class,wazn_alignment:فَعْوَل
مَجِيدٌ,مجيد,2,مجد,فَعِيل,open_class,wazn_alignment:فَعِيل
مَجْرَاهَا,مجراها,2,جرا,مَفْعَل,open_class,wazn_alignment:مَفْعَل
مَجْمَعَ,مجمع,2,جمع,مَفْعَل,open_class,wazn_alignment:مَفْعَل
مَجْمُوعٌ,مجموع,2,جمع,مَفْعُول,open_class,wazn_alignment:مَفْعُول
مَحِيصَاً,محيصا,2,محص,فَعِيل,open_class,wazn_alignment:فَعِيل
مَحْذُورَاً,محذورا,2,حذر,مَفْعُول,open_class,wazn_alignment:مَفْعُول
مَحْسُورَاً,محسورا,2,حسر,مَفْعُول,open_class,wazn_alignment:مَفْعُول
مَحْظُورَاً,محظورا,2,حظر,مَفْعُول,open_class,wazn_alignment:مَفْعُول
مَحْفُوظَاً,محفوظا,2,حفظ,مَفْعُول,open_class,wazn_alignment:مَفْعُول
مَحْمُودَاً,محمودا,2,حمد,مَفْعُول,open_class,wazn_alignment:مَفْعُول
مَحْيَاهُمْ,محياهم,2,حيا,مَفْعَل,open_class,wazn_alignment:مَفْعَل
مَخْذُولَاً,مخذولا,2,خذل,مَفْعُول,open_class,wazn_alignment:مَفْعُول
مَخْرَجَاً,مخرجا,2,خرج,مَفْعَل,open_class,wazn_alignment:مَفْعَل
مَخْمَصَةٌ,مخمصة,2,خمص,مَفْعَلَة,open_class,wazn_alignment:مَفْعَلَة
مَخْمَصَةٍ,مخمصة,2,خمص,مَفْعَلَة,open_class,wazn_alignment:مَفْعَلَة
مَدَدَاً,مددا,2,مدد,فَعَل,open_class,wazn_alignment:فَعَل
مَدِينِينَ,مدينين,2,مدن,فَعِيل,open_class,wazn_alignment:فَعِيل
مَدَّ,مد,2,مدد,فَعَّ,open_class,wazn_alignment:فَعَّ
مَذْءُومَاً,مذءوما,2,ذءم,مَفْعُول,open_class,wazn_alignment:مَفْعُول
مَذْكُورَاً,مذكورا,2,ذكر,مَفْعُول,open_class,wazn_alignment:مَفْعُول
مَرَجَ,مرج,2,مرج,فَعَل,open_class,wazn_alignment:فَعَل
مَرَدُوا,مردوا,2,مرد,فَعَلُوا,open_class,wazn_alignment:فَعَلُوا
مَرَدَّنَا,مردنا,2,مردن,فَفَعَّل,open_class,wazn_alignment:فَفَعَّل
مَرَضَاً,مرضا,2,مرض,فَعَل,open_class,wazn_alignment:فَعَل
مَرِضْتُ,مرضت,2,مرض,فَعل,open_class,wazn_alignment:فَعل
مَرِيئَاً,مريئا,2,مرئ,فَعِيل,open_class,wazn_alignment:فَعِيل
مَرِيدَاً,مريدا,2,مرد,فَعِيل,open_class,wazn_alignment:فَعِيل
مَرْجِعَهُمْ,مرجعهم,2,رجع,مَفْعِل,open_class,wazn_alignment:مَفْعِل
مَرْضَاتَ,مرضات,2,رضا,مَفْعَل,open_class,wazn_alignment:مَفْعَل
مَرْضِيَّاً,مرضيا,2,مرض,فَعْلِيّ,open_class,wazn_alignment:فَعْلِيّ
مَرْقَدِنَا,مرقدنا,2,رقد,مَفْعَل,open_class,wazn_alignment:مَفْعَل
مَرْقُومٌ,مرقوم,2,رقم,مَفْعُول,open_class,wazn_alignment:مَفْعُول
مَسَاكِنَكُمْ,مساكنكم,2,سكن,مَفَاعِل,open_class,wazn_alignment:مَفَاعِل
مَسَاكِينَ,مساكين,2,سكن,مَفَاعِيل,open_class,wazn_alignment:مَفَاعِيل
مَسَّهُمْ,مسهم,2,مسس,فَعَّ,open_class,wazn_alignment:فَعَّ
مَسْئُولُونَ,مسئولون,2,سئل,مَفْعُول,open_class,wazn_alignment:مَفْعُول
مَسْتُورَاً,مستورا,2,ستر,مَفْعُول,open_class,wazn_alignment:مَفْعُول
مَسْجِدٍ,مسجد,2,سجد,مَفْعِل,open_class,wazn_alignment:مَفْعِل
مَسْحَاً,مسحا,2,مسح,فَعْل,open_class,wazn_alignment:فَعْل
مَسْحُورُونَ,مسحورون,2,سحر,مَفْعُول,open_class,wazn_alignment:مَفْعُول
مَسْغَبَةٍ,مسغبة,2,سغب,مَفْعَلَة,open_class,wazn_alignment:مَفْعَلَة
مَسْفُوحَاً,مسفوحا,2,سفح,مَفْعُول,open_class,wazn_alignment:مَفْعُول
مَسْكَنِهِمْ,مسكنهم,2,سكن,مَفْعَل,open_class,wazn_alignment:مَفْعَل
مَشَوْا,مشوا,2,مشا,فَعَوْل,open_class,wazn_alignment:فَعَوْل
مَشْهُودَاً,مشهودا,2,شهد,مَفْعُول,open_class,wazn_alignment:مَفْعُول
مَشْيِكَ,مشيك,2,شيك,مَفْعِل,open_class,wazn_alignment:مَفْعِل
مَصِيرَكُمْ,مصيركم,2,مصر,فَعِيل,open_class,wazn_alignment:فَعِيل
مَصْرُوفَاً,مصروفا,2,صرف,مَفْعُول,open_class,wazn_alignment:مَفْعُول
مَصْرِفَاً,مصرفا,2,صرف,مَفْعِل,open_class,wazn_alignment:مَفْعِل
مَضَاجِعِهِمْ,مضاجعهم,2,ضجع,مَفَاعِل,open_class,wazn_alignment:مَفَاعِل
مَطْلَعِ,مطلع,2,طلع,مَفْعَل,open_class,wazn_alignment:مَفْعَل
مَطْلِعَ,مطلع,2,طلع,مَفْعِل,open_class,wazn_alignment:مَفْعِل
مَظْلُومَاً,مظلوما,2,ظلم,مَفْعُول,open_class,wazn_alignment:مَفْعُول
مَعَاذَ,معاذ,2,معاذ,فَفَعَل,open_class,wazn_alignment:فَفَعَل
مَعَاذِيرَهُ,معاذيره,2,عذر,مَفَاعِيل,open_class,wazn_alignment:مَفَاعِيل
مَعَاشَاً,معاشا,2,معاش,فَفَعَل,open_class,wazn_alignment:فَفَعَل
مَعَايِشَ,معايش,2,عيش,مَفَاعِل,open_class,wazn_alignment:مَفَاعِل
مَعَرَّةٌ,معرة,2,معرة,فَفَعَّل,open_class,wazn_alignment:فَفَعَّل
مَعَكُمَا,معكما,2,معكم,فَفَعُل,open_class,wazn_alignment:فَفَعُل
مَعَهَا,معها,2,معه,فَعَل,open_class,wazn_alignment:فَعَل
مَعْكُوفَاً,معكوفا,2,عكف,مَفْعُول,open_class,wazn_alignment:مَفْعُول
مَعْلُومَاتٌ,معلومات,2,علم,مَفْعُول,open_class,wazn_alignment:مَفْعُول
مَعْلُومَاتٍ,معلومات,2,علم,مَفْعُول,open_class,wazn_alignment:مَفْعُول
مَغْرَمٍ,مغرم,2,غرم,مَفْعَل,open_class,wazn_alignment:مَفْعَل
مَغْرَمَاً,مغرما,2,غرم,مَفْعَل,open_class,wazn_alignment:مَفْعَل
مَفَازَاً,مفازا,2,مفاز,فَفَعَل,open_class,wazn_alignment:فَفَعَل
مَقَاعِدَ,مقاعد,2,قعد,مَفَاعِل,open_class,wazn_alignment:مَفَاعِل
مَقَامٌ,مقام,2,مقام,فَفَعَل,open_class,wazn_alignment:فَفَعَل
مَقَامٍ,مقام,2,مقام,فَفَعَل,open_class,wazn_alignment:فَفَعَل
