Root,Example_Word,Example_Wazn,Example_Count,Unique_Words,Total_Occurrences
رطن,فَرَّطْنَا,فَّعْل,4,1,4
رعن,رَاعُونَ,فَاعُول,4,1,4
رعي,رِعَايَتِهَا,فِعَال,4,1,4
رفد,الرِّفْدُ,فِعْل,2,2,4
رقا,فَرَّقُوا,فَّعُول,4,1,4
ركس,أَرْكَسَهُمْ,أَفْعَل,2,2,4
ريك,يُرِيكَهُمُ,يُفعِل,4,1,4
ريي,سَرِيَّاً,فِعَّ,2,2,4
زجي,يُزْجِي,يُفْعِي,4,1,4
زقم,الزَّقُّومِ,فَعُّول,4,1,4
زنو,يَزْنُونَ,يَفْعُونَ,4,1,4
سبو,تَسُبُّوا,تَفُعُّل,4,1,4
ستر,سِتْرَاً,فِعْل,2,2,4
ستمع,تَسْتَمِعُونَ,تَفْعَلِل,4,1,4
ستو,تَسْتَوِي,تَفْعَل,4,1,4
سحت,السُّحْتَ,فُعْل,4,1,4
سخت,نُسْخَتِهَا,نُفْعَل,4,1,4
سدد,سَدِيدَاً,فَعِيل,4,1,4
سرمد,سَرْمَدَاً,فَفْعَل,4,1,4
سقر,سَقَرَ,فَعَل,3,2,4
سلل,يَتَسَلَّلُونَ,يَتَفَعَّل,4,1,4
سهن,سَاهُونَ,فَاعُول,4,1,4
سوس,تُوَسْوِسُ,تُوَفْعِل,2,2,4
سوه,سَوَّاهَا,فَعَّال,2,2,4
شتت,أَشْتَاتَاً,أَفْعَال,4,1,4
شتم,شِئْتُمَا,فِئْعُل,4,1,4
شحح,الشُّحَّ,فُعَّ,2,2,4
شخص,تَشْخَصُ,تَفْعَل,2,2,4
شغل,شَغَلَتْنَا,فَعَلَتْ,3,2,4
شهدا,شَهَادَاتٍ,فَفَاعَل,4,1,4
شوز,نُشُوزَاً,نُفعِل,2,2,4
صافا,صَافَّاتٍ,فَفَعَّل,4,1,4
صبب,صَبَبْنَا,فَعَلْنَا,2,2,4
صبغ,صِبْغَةً,فِعْلَة,2,2,4
صرخ,يَسْتَصْرِخُهُ,يَسْتَفْعِل,3,2,4
صرن,نَصْرُنَا,نَفْعُل,4,1,4
صفح,الصَّفْحَ,فَعْل,2,2,4
صنو,صِنْوَانٌ,فِعْلَان,2,2,4
ضاء,أَضَاءَتْ,أَفَعُل,2,3,4
ضحه,ضُحَاهَا,فُعَال,4,1,4
ضحى,تَضْحَى,تَفْعَل,2,2,4
ضعو,تَضَعُونَ,تَفَعُل,4,1,4
ضغن,أَضْغَانَكُمْ,أَفْعَال,2,2,4
ضفو,يُضَيِّفُوهُمَا,يُفَيِّعُل,4,1,4
طاع,أَطَاعُونَا,أَفَعُل,3,2,4
طاق,طِبَاقَاً,فِبَعِل,4,1,4
طغن,طَاغُونَ,فَاعُول,4,1,4
طلاق,الطَّلَاقَ,فَفَعَل,2,2,4
ظنا,ظَنَّا,فَعَّل,2,2,4
ظننا,ظَنَنَّا,فَفَعَّل,4,1,4
عبس,عَبَسَ,فَعَل,2,2,4
عثر,أَعْثَرْنَا,أَفْعَلْ,2,2,4
عجف,عِجَافٌ,فِعَال,4,1,4
عذت,عُذْتُ,فُعْل,4,1,4
عزب,يَعْزُبُ,يَفْعُل,4,1,4
عسي,عَسَيْتُمْ,فَعَل,4,1,4
عشة,عِيشَةٍ,فِيعَل,4,1,4
عصن,عَصَوْنِي,فَعَوْل,4,1,4
عطاء,عَطَاءً,فَفَعَل,2,3,4
عطل,عُطِّلَتْ,فُعِّل,2,2,4
علا,عَلَا,فَعَل,2,2,4
غرم,مَغْرَمٍ,مَفْعَل,2,2,4
غري,غَيْرِي,فَيْعِل,4,1,4
غشو,غِشَاوَةً,فِعَالَة,2,2,4
غور,غَوْرَاً,فَعْل,4,1,4
غيبت,غَيَابَتِ,فَفَاعَل,4,1,4
فجج,فِجَاجَاً,فِعَال,4,1,4
فسح,تَفَسَّحُوا,تَفَعَّل,2,2,4
فهة,سَفَاهَةٌ,فَأَعل,2,2,4
فوء,فَاءَتْ,فَالَتْ,2,2,4
فود,تُفَادُوهُمْ,تُفَالُ,4,1,4
فوس,النُّفُوسُ,نُفعِل,2,2,4
قذف,نَقْذِفُ,نَفْعِل,2,2,4
قرؤ,نَقْرَؤُهُ,نَفْعَل,4,1,4
قرة,قُرَّةَ,فُعَّل,2,2,4
قرح,الْقَرْحُ,فَعْل,2,2,4
قرر,أَقْرَرْتُمْ,أَفْعَلْ,2,2,4
قضا,قَضَاهَا,فَعَل,2,2,4
قمي,مَقَامِي,مَفَاعِل,4,1,4
قنع,الْقَانِعَ,فَاعِل,2,2,4
كدت,كِدْتَ,فِعْل,4,1,4
كدك,كَيْدَكُنَّ,فَيْعَل,2,2,4
كدي,كَيْدِي,فَيْعِل,4,1,4
كلؤ,يَكْلَؤُكُمْ,يَفْعَل,4,1,4
كمه,الْأَكْمَهَ,أَفْعَل,4,1,4
كور,كُوِّرَتْ,فُعِّل,2,2,4
لأم,الْأَمْنُ,إِفْعَلْ,2,2,4
لبد,لُبَدَاً,فُعل,2,2,4
لتف,يَلْتَفِتْ,يَفْعَل,4,1,4
لده,لَدَيْهِ,فَعَيْل,4,1,4
لذة,لَذَّةٍ,فَعَّل,4,1,4
لزم,لِزَامَاً,فِعَال,4,1,4
لقت,الْتَقَتَا,افْتَعَل,4,1,4
لها,تَلَاهَا,تَفَاعَل,2,2,4
لهث,يَلْهَثْ,يَفْعَلْ,4,1,4
لوغ,بَلَاغٌ,فَاعٍ,2,2,4
ليس,لَيْسُوا,فَعْل,4,1,4
لين,تَلِينُ,تَفعِل,2,2,4
مان,الْأَمَانِيُّ,أَفَعُل,2,3,4
مجب,الْمُجِيبُونَ,فُعِيل,3,2,4
محله,مَحِلَّهُ,فَفِعَّل,4,1,4
مزج,مِزَاجُهَا,فِعَال,4,1,4
مزق,مُزِّقْتُمْ,فُعِّل,2,2,4
مطر,أُمْطِرَتْ,أُفْعِل,2,2,4
معهم,مَعَهُمُ,فَفَعُل,4,1,4
مغن,مُغْنُونَ,فُعْل,4,1,4
مقض,مَقْضِيَّاً,فَعْلِيّ,4,1,4
مكن,مَكِينٍ,فَعِيل,3,2,4
ملكو,مَلَكُوتُ,فَفَعُل,2,3,4
ملي,أَمْلَيْتُ,أَفْعَلْ,2,2,4
منام,الْمَنَامِ,فَفَعَل,2,2,4
مننا,مَنَنَّا,فَفَعَّل,4,1,4
مهل,أَمْهِلْهُمْ,أَفْعِلْ,2,2,4
مول,مَوْلَانَا,فَعْلَان,4,1,4
ميي,سَمِيَّاً,فِعَّ,4,1,4
نئم,نَائِمُونَ,فَاعِلُون,4,1,4
ناد,التَّنَادِ,تَفَعُل,2,2,4
نبا,نَبَاتَاً,فَعَل,4,1,4
نخاف,نَخَافُ,فَفَعَل,4,1,4
نخض,نَخُوضُ,فَعُول,4,1,4
نرث,نَرِثُ,فَعل,2,2,4
نره,نُورِهِ,فُوعِل,4,1,4
نسخ,نَسْتَنْسِخُ,نَسْتَفْعِل,2,2,4
نسى,تَنْسَى,تَفْعَل,2,2,4
نفش,الْمَنْفُوشِ,مَفْعُول,2,2,4
نفل,نَافِلَةً,فَاعِلَة,4,1,4
نكف,اسْتَنْكَفُوا,افْتَعَل,2,2,4
نكن,نَكُونَ,فَعُول,4,1,4
نلي,نُمْلِي,فُمْعِل,4,1,4
نم,نُمَكِّنْ,فُل,4,1,4
نمت,نَمُوتُ,فَعُول,4,1,4
نوه,بَنَاهَا,فَالَا,4,1,4
نيب,يُنِيبُ,يُفعِل,4,1,4
هبط,اهْبِطْ,إِفْعِلْ,2,2,4
هدين,يَهْدِيَنِي,يَفْفِعَل,4,1,4
هذا,هَذَانِ,فَعْلَان,4,1,4
همم,هَمَّتْ,فَعَّ,4,1,4
هين,هَيِّنٌ,فَعِّل,2,2,4
وأن,بَوَّأْنَا,فَّعْل,4,1,4
ودو,يُوَادُّونَ,يُفَآعُّل,4,1,4
وره,وَرَائِهِ,فَعَائِل,4,1,4
وصن,وَصَّيْنَا,فَعَّيْل,4,1,4
وطئ,مَوْطِئَاً,مَفْعِل,2,2,4
وطر,وَطَرَاً,فَعَل,4,1,4
وقد,يُوقِدُونَ,يُفعِل,3,2,4
ولا,تَوَلَّاهُ,تَفَعَّل,2,2,4
ولية,الْوَلَايَةُ,فَفَاعَل,4,1,4
يؤم,يُؤْمِنَّ,فُعْل,4,1,4
يتر,يَتِرَكُمْ,فَعل,4,1,4
يته,يَتِيهُونَ,فَعِيل,4,1,4
يرثن,يَرِثُنِي,فَفِعُل,4,1,4
يشإ,يَشَإِ,فَعَل,4,1,4
يعط,يُعْطُوا,فُعْل,4,1,4
يغظ,يَغِيظُ,فَعِيل,4,1,4
يهج,يَهِيجُ,فَعِيل,4,1,4
يهم,يَهِيمُونَ,فَعِيل,4,1,4
يود,يَئُودُهُ,فَاعِل,4,1,4
ءخذ,آخِذِينَ,فَاعِل,2,2,3
ءفل,الْآفِلِينَ,فَاعِل,3,1,3
ءمر,الْآمِرُونَ,فَاعِلُون,3,1,3
أبا,أَبَاهُمْ,فَعَل,2,2,3
أبض,الْأَبْيَضُ,فَعْيَل,3,1,3
أبى,أَبَى,فَعَل,3,1,3
أتت,أَتَتْهُمْ,فَعَل,3,1,3
أثم,تَأْثِيمَاً,تَفْعِيلَ,2,2,3
أحا,أَحْيَاهُمْ,فَعْيَل,2,2,3
أحط,أَحَطْنَا,فَعَلْنَا,2,2,3
أخن,أَخُنْهُ,فَعل,3,1,3
أذر,أَنْذَرَهُمْ,فَنْعَل,2,2,3
أذلي,الْأَذَلِّينَ,فَفَعِّل,3,1,3
أسس,أَسَّسَ,فَعَّل,2,2,3
أسط,أَوْسَطُهُمْ,فَوْعَل,2,2,3
أسو,تَأْسَوْا,تَفْعَل,3,1,3
أطق,أَنْطَقَنَا,فَنْعَل,2,2,3
أفف,أُفٍّ,فُعٌّ,3,1,3
أقعد,اقْعُدُوا,فُعْلُل,3,1,3
أقن,اقْنُتِي,فُعْل,2,2,3
ألت,أَلَتْنَاهُمْ,فَعَلْنَا,3,1,3
ألن,النُّونِ,فُعِل,3,1,3
ألي,الْأَوْلَيَانِ,فَوْعَل,3,1,3
أمش,امْشُوا,فُعْل,3,1,3
أنفخ,انْفُخُوا,فُعْلُل,3,1,3
ؤزز,تَؤُزُّهُمْ,تَفُعُّ,3,1,3
إرب,الْإِرْبَةِ,فِعْلَة,3,1,3
إقم,إِقَامَتِكُمْ,فِعَال,3,1,3
إنس,إِنْسِيَّاً,فِعْل,3,1,3
اسف,آسَفُونَا,أَفَعَل,3,1,3
اله,يَنَالُهُ,يَنفُعُل,3,1,3
اوب,التَّائِبُونَ,تَفَالُونَ,3,1,3
بعثر,بُعْثِرَتْ,فُعْلِل,2,2,3
بعك,أَتَّبِعُكَ,أَتَّفِعُل,3,1,3
بكر,أَبْكَارَاً,أَفْعَال,2,2,3
بنء,بِنَاءً,فِعَال,2,2,3
بنه,يُبَيِّنُهَا,يُفَيِّعُل,3,1,3
بوأ,يَتَبَوَّأُ,يَتَفَعَّل,2,2,3
بوب,أَبْوَابُ,أَفْعَال,2,2,3
بوغ,بَاغٍ,فَاعٍ,3,1,3
تأم,تَأْمَنَّا,فَعْل,3,1,3
تبا,تَتُوبَا,تَفُوعَل,3,1,3
تبب,تَبَّتْ,فَعَّ,2,2,3
تتك,أَتَتْكَ,أَفَعْل,3,1,3
تحط,تُحِيطُوا,فُعِيل,3,1,3
ترب,مَتْرَبَةٍ,مَفْعَلَة,2,2,3
ترح,تُرِيحُونَ,فُعِيل,3,1,3
تسم,تُسِيمُونَ,فُعِيل,3,1,3
تعظ,تَعِظُونَ,فَعل,3,1,3
تعل,تَعَالَى,فَعَالَى,3,1,3
تقد,تُوقِدُونَ,فُوعِل,3,1,3
تقط,تَقْنَطُوا,فَعْنَل,3,1,3
تقن,تُوقِنُونَ,فُوعِل,3,1,3
تكم,أَتَتْكُمُ,أَتَفْعُل,3,1,3
تلت,تَلَوْتُهُ,فَعَوْل,3,1,3
تمع,تَمْنَعُهُمْ,فَعْنَل,3,1,3
تنه,فَتَنَّاهُ,فَعَّال,3,1,3
توص,تُوصُونَ,فُعِل,3,1,3
توعظ,تُوعَظُونَ,فُفَعل,3,1,3
توك,أَتَوْكَ,أَفَعْل,3,1,3
توه,أَتَوْهُ,أَفَعْل,3,1,3
ثقب,الثَّاقِبُ,فَاعِل,2,2,3
ثنو,يَثْنُونَ,يَفْعُونَ,3,1,3
جتك,جِئْتُكَ,فِئْعُل,3,1,3
جتنب,تَجْتَنِبُوا,تَفْعَلِل,3,1,3
جدك,يَجِدْكَ,يَفِعْل,3,1,3
جده,يَجِدْهُ,يَفِعْل,3,1,3
جدي,النَّجْدَيْنِ,نَفْعَل,3,1,3
جرع,يَتَجَرَّعُهُ,يَتَفَعَّل,3,1,3
جزت,جَزَيْتُهُمُ,فَعَيْل,3,1,3
جلت,أَجَّلْتَ,أَفَّعْل,2,2,3
جلس,الْمَجَالِسِ,مَفَاعِل,3,1,3
جلي,يُجَلِّيهَا,يُفَعِّل,3,1,3
جنف,جَنَفَاً,فَعَل,2,2,3
جيك,نُنَجِّيكَ,نُنَفِّعل,3,1,3
حرض,حَرَضَاً,فَعَل,2,2,3
حرو,تَحَرَّوْا,تَفَعَّل,3,1,3
حضن,يَحِضْنَ,يَفِعْل,3,1,3
حفر,الْحَافِرَةِ,فَاعِلَة,3,1,3
حلة,حِيلَةً,فِيعَل,3,1,3
حية,حَيَّةٌ,فَعَّل,3,1,3
خار,خُوَارٌ,فُوعِل,2,2,3
خاصة,خَاصَّةً,فَفَعَّل,3,1,3
خبت,الْمُخْبِتِينَ,مُفْعِلِين,3,1,3
خبط,يَتَخَبَّطُهُ,يَتَفَعَّل,3,1,3
ختر,اخْتَرْتُكَ,إِفْعَلْ,3,1,3
خرب,يُخْرِبُونَ,يُفْعِل,3,1,3
خطه,تَخُطُّهُ,تَفُعُّل,3,1,3
خفا,تَخَافَا,تَفَاعَل,3,1,3
خلاق,خَلَاقٍ,فَفَعَل,2,2,3
خلقن,خَلَقَنِي,فَفَعَل,3,1,3
دعه,يَدْعُوهُ,يَفْعُول,3,1,3
دول,نُدَاوِلُهَا,نُفَاعِل,3,1,3
دوو,بَدَءُوكُمْ,فَاعٍ,3,1,3
ذبه,كَذَّبُوهُ,فَّعُول,3,1,3
ذبو,كَذَّبُوكُمْ,فَّعل,3,1,3
ذدا,تَذُودَانِ,تَفُوعَل,3,1,3
ذيق,نُذِيقُهُمُ,نُفعِل,3,1,3
رأت,رَأَتْهُمْ,فَعَل,3,1,3
رأو,رَأَوْهُمْ,فَعَل,3,1,3
رته,رَأَتْهُ,فَأَعْل,3,1,3
رتي,كَرَّتَيْنِ,فَّعل,3,1,3
رحل,رِحْلَةَ,فِعْلَة,3,1,3
رحه,رُوحِهِ,فُوعِل,3,1,3
ردك,يُرِدْكَ,يُفِعْل,3,1,3
رسخ,الرَّاسِخُونَ,فَاعِلُون,3,1,3
رعه,رَعَوْهَا,فَعَوْل,3,1,3
رفث,الرَّفَثُ,فَعَل,2,2,3
رقد,مَرْقَدِنَا,مَفْعَل,2,2,3
رين,رَأَيْنَهُ,فَأَعْل,3,1,3
زدن,زِدْنِي,فِعْل,3,1,3
زده,يَزِدْهُ,يَفِعْل,3,1,3
زفف,يَزِفُّونَ,يَفِعُّ,3,1,3
زلا,تَزُولَا,تَفُوعَل,3,1,3
زله,نُنَزِّلُهُ,نُنَفِّعل,3,1,3
زما,أَلْزَمْنَاهُ,فَعْنَل,3,1,3
زنت,زِينَتِهِ,فِيعَل,3,1,3
زهد,الزَّاهِدِينَ,فَاعِل,3,1,3
زهق,زَهُوقَاً,فَعُول,2,2,3
ستتر,تَسْتَتِرُونَ,تَفْعَلِل,3,1,3
سجل,سِجِّيلٍ,فِعِّيل,3,1,3
سدر,السِّدْرَةَ,فِعْلَة,3,1,3
سرت,سِيرَتَهَا,فِيعَل,3,1,3
سعه,سَعْيَهَا,فَعْيَل,3,1,3
سعو,يَسْعَوْنَ,يَفْعَلْنَ,3,1,3
سغه,يُسِيغُهُ,يُفِيعُل,3,1,3
سفك,تَسْفِكُونَ,تَفْعِلُونَ,3,1,3
سلب,يَسْلُبْهُمُ,يَفْعُل,3,1,3
سلخ,نَسْلَخُ,نَفْعَل,2,2,3
سلق,سَلَقُوكُمْ,فَعَل,3,1,3
سمة,تَسْمِيَةَ,تَفْعِيلَ,3,1,3
سمت,سَمَّيْتُهَا,فَعَّيْل,3,1,3
سنه,يَتَسَنَّهْ,يَتَفَعَّلْ,3,1,3
سوغ,سَائِغَاً,فَائِل,2,2,3
شتء,الشِّتَاءِ,فِعَال,3,1,3
شتهي,تَشْتَهِيهِ,تَفْعَلِل,3,1,3
شفي,يَشْفِينِ,يَفْعِي,3,1,3
شقة,الشُّقَّةُ,فُعَّل,3,1,3
شقو,شِقْوَتُنَا,فِعْل,3,1,3
صاخة,الصَّاخَّةُ,فَفَعَّل,3,1,3
صدقا,صَدَقَاتِكُمْ,فَفَعَل,3,1,3
صلوا,صَلَوَاتِهِمْ,فَفَعَل,3,1,3
صمو,تَصُومُوا,تَفُولُوا,3,1,3
صورة,صُورَةٍ,فُفَعل,3,1,3
صيطر,الْمُصَيْطِرُونَ,مُفَعْلِل,3,1,3
ضرك,يَضُرُّكَ,يَفُعُّل,3,1,3
ضرن,يَضُرُّنَا,يَفُعُّل,3,1,3
ضهئ,يُضَاهِئُونَ,يُفَاعِل,3,1,3
طامة,الطَّامَّةُ,فَفَعَّل,3,1,3
طبق,طَبَقَاً,فَعَل,2,2,3
طعن,أَطَعْنَكُمْ,أَفَعْل,3,1,3
طعه,تُطِعْهُ,تُفِعْل,3,1,3
طفئ,يُطْفِئُوا,يُفْعِل,3,1,3
طفو,يَطُوفُونَ,يَفُولُونَ,3,1,3
طمئ,تَطْمَئِنُّ,تَفْعَل,2,2,3
طوو,يَطَئُونَ,يَفَالُ,3,1,3
ظاني,الظَّانِّينَ,فَفَعِّل,3,1,3
ظلة,الظُّلَّةِ,فُعَّل,3,1,3
ظمأ,تَظْمَأُ,تَفْعَل,2,2,3
عادي,الْعَادِّينَ,فَفَعِّل,3,1,3
عبي,الْمُعْتَبِينَ,افْتَعَل,3,1,3
عدت,عِدَّتَهُمْ,فِعَّل,3,1,3
عذو,يَعُوذُونَ,يَفُولُونَ,3,1,3
عشء,الْعِشَاءِ,فِعَال,2,2,3
عصان,عَصَانِي,فَفَعَل,3,1,3
عصك,عَصَوْكَ,فَعَوْل,3,1,3
عصو,يَعْصُونَ,يَفْعُونَ,3,1,3
عطو,يُعْطَوْا,يُفْعَل,3,1,3
علت,فَعَلْتُهُ,فَعْلُهُ,3,1,3
عوق,الْمُعَوِّقِينَ,مُفَعِّل,3,1,3
عيب,أَعِيبَهَا,أَفعِل,3,1,3
غئب,غَائِبَةٍ,فَاعِلَة,3,1,3
غتسل,تَغْتَسِلُوا,تَفْعَلِل,3,1,3
غث,تَسْتَغِيثُونَ,تَسْتَفِيع,3,1,3
غشى,يُغْشَى,يُفْعَل,2,2,3
غصو,يَغُوصُونَ,يَفُولُونَ,3,1,3
غضو,يَغُضُّوا,يَفُعُّل,3,1,3
غمز,يَتَغَامَزُونَ,يَتَفَاعَل,3,1,3
غمض,تُغْمِضُوا,تُفْعِل,3,1,3
غون,الْغَاوُونَ,فَاعُول,3,1,3
فؤد,الْفُؤَادُ,فُعَال,2,2,3
فاء,أَفَاءَ,أَفَعُل,3,1,3
فته,تَوَفَّتْهُ,تَوَفَّعْل,3,1,3
فدي,يَفْتَدِي,افْتَعَل,2,2,3
فرش,فَرَشْنَاهَا,فَعَلْنَا,3,1,3
فرو,تَفْتَرُوا,افْتَعَل,3,1,3
قبح,الْمَقْبُوحِينَ,مَفْعُول,3,1,3
قته,تُقَاتِهِ,تُفَاعِل,3,1,3
قضو,يَقْضُونَ,يَفْعُونَ,3,1,3
قلى,الْقَتْلَى,افْتَعَل,2,2,3
قم,قُمْتُمْ,فُل,2,2,3
قمة,الْمُقَامَةِ,مُفَاعَل,3,1,3
قوت,قُوَّتِكُمْ,فُعَّل,3,1,3
قوه,لِقَائِهِ,فَائِل,3,1,3
قية,بَقِيَّةٍ,فِعَّل,3,1,3
قيت,بَقِيَّتُ,فِعَّل,3,1,3
كدح,كَدْحَاً,فَعْل,2,2,3
كسو,نَكْسُوهَا,نَفْعُل,3,1,3
كللة,الْكَلَالَةِ,فَفَاعَل,3,1,3
كلو,كَالُوهُمْ,فَأَعل,3,1,3
لتك,سَأَلْتُكَ,أَفْعُل,3,1,3
لدد,لُدَّاً,فُعَّ,2,2,3
لغا,يَبْلُغَا,يَبْفُعَل,3,1,3
لغن,بَلَغَنِيَ,فَعَلِي,3,1,3
لقط,يَلْتَقِطْهُ,افْتَعَل,3,1,3
لقه,أَلْقَاهَا,أَفْعَال,3,1,3
لوز,الْوَزْنَ,إِفْعَلْ,3,1,3
ليت,وَلَايَتِهِمْ,فَأَعل,3,1,3
متاب,مَتَابَاً,فَفَعَل,2,2,3
متت,مِتُّ,فِعُّ,2,2,3
محبة,مَحَبَّةً,فَفَعَّل,3,1,3
محل,الْمِحَالِ,فِعَال,3,1,3
مدت,مُدَّتِهِمْ,فُعَّل,3,1,3
مده,يَمُدُّهُ,يَفُعُّل,3,1,3
مرج,مَرَجَ,فَعَل,2,2,3
مزل,مُنَزِّلُهَا,فُنَعِّل,3,1,3
مكة,مَكَّةَ,فَعَّل,3,1,3
مكد,الْمَكِيدُونَ,فَعِيل,3,1,3
منه,تَمُنُّهَا,تَفُعُّل,3,1,3
مهم,الْمُهَيْمِنُ,فُعَيْل,3,1,3
ناب,أَنَابَ,أَفَعُل,3,1,3
نبز,تَنَابَزُوا,تَفَاعَل,3,1,3
نتشر,تَنْتَشِرُونَ,تَفْعَلِل,3,1,3
نتصر,تَنْتَصِرَانِ,تَفْعَلِل,3,1,3
نحس,نَحِسَاتٍ,فَعل,2,2,3
نرك,نُرِيَكَ,فُعِيل,3,1,3
نزد,نَزِيدَكُمْ,فَعِيل,3,1,3
نسه,نَسُوهُ,فَعُول,3,1,3
نشز,نُنْشِزُهَا,نُفْعِل,3,1,3
نضد,مَنْضُودٍ,مَفْعُول,2,2,3
نفث,النَّفَّاثَاتِ,فَعَّال,3,1,3
نفح,نَفْحَةٌ,فَعْلَة,3,1,3
نفو,يُنْفَوْا,يُفْعَل,3,1,3
نقر,النَّاقُورِ,فَاعُول,2,2,3
نله,تَنَالُهُ,تَفَاعُل,3,1,3
نلو,تَنَالُوا,تَفَاعُل,3,1,3
نما,كَأَنَّمَا,أَفَّعَل,3,1,3
نوم,نَوْمَكُمْ,فَعْل,2,2,3
هجع,يَهْجَعُونَ,يَفْعَلُونَ,3,1,3
هدت,هَدَيْتَنَا,فَعَيْل,3,1,3
هضم,هَضْمَاً,فَعْل,2,2,3
همت,أَهَمَّتْهُمْ,أَفَعَّل,3,1,3
همز,هَمَزَاتِ,فَعَل,2,2,3
هنن,أَهَانَنِ,أَفَاعَل,3,1,3
وبت,تَوْبَتُهُمْ,تَفْعَل,3,1,3
وصب,وَاصِبَاً,فَاعِل,2,2,3
وصة,تَوْصِيَةً,تَفْعِيلَ,3,1,3
وعظ,الْوَاعِظِينَ,فَاعِل,3,1,3
وعو,يُوعُونَ,يُفعُل,3,1,3
وعي,وَاعِيَةٌ,فَاعِلَة,3,1,3
وفت,تَوَفَّتْهُمُ,تَفَعَّل,3,1,3
وفض,يُوفِضُونَ,يُفعِل,3,1,3
وقت,مَوْقُوتَاً,مَفْعُول,2,2,3
ووق,وَاقٍ,فَاعٍ,3,1,3
يؤل,يُؤْلُونَ,فُعْل,3,1,3
يبت,يَبِيتُونَ,فَعِيل,3,1,3
يبد,يُبْدُونَ,فُعْل,3,1,3
يحز,يَحْزَنَّ,فَعْلَان,3,1,3
يخفا,يَخَافَا,فَفَاعَل,3,1,3
يدت,أَيَّدْتُكَ,أَفَّعْل,3,1,3
يدد,يُمْدِدْكُمْ,فُمْعِل,3,1,3
يدع,يَدَّعُونَ,فَعَّل,3,1,3
يدن,يَدِينُونَ,فَعِيل,3,1,3
يده,يَدَيْهَا,فَعَيْل,3,1,3
يسم,يَسُومُهُمْ,فَعُول,3,1,3
يصب,يُصِبْكُمْ,فُعِل,3,1,3
يغن,يُغْنُوا,فُعْل,3,1,3
يكئ,يَتَّكِئُونَ,افْتَعَل,3,1,3
يكد,يَكِيدُونَ,فَعِيل,3,1,3
يلت,يَلِتْكُمْ,فَعل,3,1,3
يلد,يَلِدُوا,فَعِلُوا,3,1,3
يمم,تَيَمَّمُوا,تَفَعَّل,3,1,3
ينه,بَيَانَهُ,فَأَعل,3,1,3
ءامي,آمِّينَ,فَفَعِّل,2,1,2
ءنف,آنِفَاً,فَاعِل,2,1,2
ءني,آنِيَةٍ,فَاعِلَة,2,1,2
أبأ,أَنْبَأَهُمْ,فَنْعَل,2,1,2
أبق,أَبَقَ,فَعَل,2,1,2
أبك,أَبُوكِ,فَعُول,2,1,2
أتب,أَتُوبُ,فَعُول,2,1,2
أثر,أَثَرِ,فَعَل,2,1,2
أجا,أَنْجَاهُمْ,فَنْعَل,2,1,2
أجف,أَوْجَفْتُمْ,فَوْعَل,2,1,2
أحشر,احْشُرُوا,فُعْلُل,2,1,2
أخرج,اخْرُجُوا,فُعْلُل,2,1,2
أخك,أَخُوكَ,فَعُول,2,1,2
أدا,أَدُّوا,فَعُّول,2,1,2
أذا,أَذَاهُمْ,فَعَل,2,1,2
أزز,أَزَّاً,فَعَّ,2,1,2
أسد,الْأَسْوَدِ,فَعْوَل,2,1,2
أسر,أَسْرَهُمْ,فَعْل,2,1,2
أشأ,أَنْشَأَ,فَنْعَل,2,1,2
أصح,أَنْصَحَ,فَنْعَل,2,1,2
أضع,أُضِيعُ,فُعِيل,2,1,2
أعط,أُعْطُوا,فُعْل,2,1,2
أغا,أَغْنَاهُمُ,فَعْنَل,2,1,2
أغد,اغْدُوا,فُعْل,2,1,2
أغي,أَغْوَيْنَا,فَعْوَل,2,1,2
أفي,أُوفِي,فُوعِل,2,1,2
أقت,أُقِّتَتْ,فُعِّل,2,1,2
أقد,أَوْقَدُوا,فَوْعَل,2,1,2
ألب,الْبُكْمُ,فُعْل,2,1,2
ألف,أَلْفَاً,فَعْل,2,1,2
أنشز,انْشُزُوا,فُعْلُل,2,1,2
أهن,أَهْوَنُ,فَعْوَل,1,2,2
أوي,أَوَيْنَا,فَعَلْنَا,2,1,2
أيد,الْأَيْدِ,فَعْل,2,1,2
ؤجل,مُؤَجَّلَاً,مُفَعَّل,2,1,2
ؤلف,يُؤَلِّفُ,يُفَعِّل,2,1,2
ؤيد,يُؤَيِّدُ,يُفَعِّل,2,1,2
إاب,إِيَابَهُمْ,فِيعَل,2,1,2
إذن,إِذْنِهِ,فِعْل,2,1,2
إلز,الزِّنَا,فِعَل,2,1,2
إلف,إِيلَافِهِمْ,فِيعَئِل,2,1,2
إمر,إِمْرَاً,فِعْل,2,1,2
إنه,إِنَاهُ,فِعَال,2,1,2
ئذن,ائْذَنْ,إِفْعَلْ,2,1,2
ئسن,يَئِسْنَ,يَفِعْل,2,1,2
ابق,سَابِقُوا,فَعِلُوا,2,1,2
ابن,كِتَابُنَا,تَفَعُل,2,1,2
اثر,آثَرَكَ,أَفَعَل,2,1,2
اذو,آذَوْا,أَفَعَل,2,1,2
اسم,الِاسْمُ,فَعْل,2,1,2
اعد,وَاعَدْنَا,فَعَلْنَا,2,1,2
اوى,آوَى,أَفَعَل,2,1,2
بال,بَالُ,فَعَل,2,1,2
بتر,الْأَبْتَرُ,أَفْعَل,2,1,2
بتل,تَبْتِيلَاً,تَفْعِيلَ,2,1,2
بثي,بَثِّي,فَعِّل,2,1,2
