root,count,first_word,first_word_plain,first_segment,sample_location,wazn,confidence,other_examples
ءسك,1,فَأَسْكَنَّاهُ,فأسكناه,أَسْكَ,23:18:6,فعل,0.900,
ءسل,1,وَأَسَلْنَا,وأسلنا,أَسَلْ,34:12:7,فعل,0.900,
ءسمع,1,لَأَسْمَعَهُمْ,لأسمعهم,لَأَسْمَعَ,8:23:6,فعلل,0.974,
ءصف,1,أَفَأَصْفَاكُمْ,أفأصفاكم,أَفَأَصْفَا,17:40:1,فلفعل,0.554,
ءصم,1,فَأَصَمَّهُمْ,فأصمهم,أَصَمَّ,47:23:5,فعل,1.000,
ءضح,1,أَضْحَكَ,أضحك,أَضْحَ,53:43:3,فعل,0.900,
ءطغ,1,وَأَطْغَى,وأطغى,أَطْغَى,53:52:9,فعلى,1.000,
ءعص,1,أَعْصِي,أعصي,أَعْصِ,18:69:8,فعل,0.900,
ءعن,1,لَأَعْنَتَكُمْ,لأعنتكم,لَأَعْنَ,2:220:22,فعل,1.000,
ءفح,1,أَفَحُكْمَ,أفحكم,أَفَحُ,5:50:1,فعل,0.900,
ءفض,1,أَفْضَى,أفضى,أَفْضَى,4:21:4,فعلى,1.000,
ءقت,1,أُقِّتَتْ,أقتت,أُقِّتَ,77:11:3,فعل,0.900,
ءقن,1,وَأَقْنَى,وأقنى,أَقْنَى,53:48:4,فعلى,1.000,
ءقي,1,اتَّقَيْتُنَّ,اتقيتن,اتَّقَيْ,33:32:8,افتعل,1.000,
ءكد,1,وَأَكْدَى,وأكدى,أَكْدَى,53:34:3,فعلى,1.000,
ءكر,1,أُكْرِهَ,أكره,أُكْرِ,16:106:9,فعل,0.900,
ءلت,1,أَلَتْنَاهُمْ,ألتناهم,أَلَتْ,52:21:10,فعل,1.000,
ءلد,1,أَأَلِدُ,أألد,أَلِدُ,11:72:3,فعل,0.900,
ءلن,1,وَأَلَنَّا,وألنا,أَلَن,34:10:10,فعل,1.000,
ءمء,1,وَإِمَائِكُمْ,وإمائكم,إِمَائِ,24:32:7,فعال,0.925,
ءمثل,1,كَأَمْثَالِ,كأمثال,كَأَمْثَالِ,56:23:1,فعلال,0.990,
ءمسك,1,لَأَمْسَكْتُمْ,لأمسكتم,لَأَمْسَكْ,17:100:9,فعلل,0.974,
ءمض,1,أَمْضِيَ,أمضي,أَمْضِ,18:60:12,فعل,0.900,
ءمع,1,أَمْعَاءَهُمْ,أمعاءهم,أَمْعَاءَ,47:15:44,فعلاء,0.940,
ءنه,1,أَنْهَكُمَا,أنهكما,أَنْهَ,7:22:18,فعل,0.900,
ءهب,1,لِأَهَبَ,لأهب,أَهَبَ,19:19:6,فعل,1.000,
ءهو,1,أَهْوَى,أهوى,أَهْوَى,53:53:2,فعلى,1.000,
ءوتت,1,أُوتِيتَ,أوتيت,أُوتِيتَ,20:36:3,فعليل,0.792,
ءور,1,فَأُوَارِيَ,فأواري,أُوَارِ,5:31:20,فعال,0.925,
ءوضع,1,وَلَأَوْضَعُوا,ولأوضعوا,لَأَوْضَعُ,9:47:8,فعلل,0.974,
ءوع,1,فَأَوْعَى,فأوعى,أَوْعَى,70:18:2,فعلى,1.000,
اثق,1,وَاثَقَكُمْ,واثقكم,اثَقَ,5:7:7,فعل,0.900,
اجي,1,نَاجَيْتُمُ,ناجيتم,اجَيْ,58:12:5,فعل,0.800,
ادا,1,نَادَانَا,نادانا,ادَا,37:75:2,فعل,0.900,
ارت,1,وَمَارُوتَ,وماروت,مَارُوتَ,2:102:23,مفعول,0.940,
ازب,1,لَازِبٍ,لازب,ازِبٍ,37:11:12,فعل,0.800,
ازز,1,وَازَّيَّنَتْ,وازينت,ازَّ,10:24:22,فعل,0.752,
اظر,1,نَاظِرِينَ,ناظرين,اظِرِ,33:53:15,فعل,0.800,
اغي,1,لَاغِيَةً,لاغية,اغِيَ,88:11:4,فعل,0.900,
اللذان,1,وَاللَّذَانِ,واللذان,اللَّذَانِ,4:16:1,closed_class,1.000,
انا,1,أَتَانَا,أتانا,انَا,74:47:2,فعل,0.900,
اهي,1,لَاهِيَةً,لاهية,اهِيَ,21:3:1,فعل,0.900,
بءخ,1,بِأَخٍ,بأخ,بِأَخٍ,12:59:6,فعل,0.900,
ببل,1,بِبَابِلَ,ببابل,بَابِلَ,2:102:21,فاعل,0.925,
بتر,1,الْأَبْتَرُ,الأبتر,أَبْتَرُ,108:3:4,افعل,1.000,
بجس,1,فَانْبَجَسَتْ,فانبجست,نْبَجَسَ,7:160:16,فعل,1.000,
بحث,1,يَبْحَثُ,يبحث,بْحَثُ,5:31:4,فعل,0.920,
بحق,1,بِحَقٍّ,بحق,بِحَقٍّ,5:116:26,فعل,0.900,
بدت,1,بَدَتِ,بدت,بَدَتِ,3:118:16,فعل,0.900,
بدر,1,بِبَدْرٍ,ببدر,بَدْرٍ,3:123:4,فعل,1.000,
بدم,1,بِدَمٍ,بدم,بِدَمٍ,12:18:4,فعل,0.900,
بذو,1,فَنَبَذُوهُ,فنبذوه,نَبَذُو,3:187:12,فعل,0.880,
بره,1,كِبْرَهُ,كبره,بْرَهُ,24:11:24,فعل,0.800,
بست,1,وَبُسَّتِ,وبست,بُسَّتِ,56:5:1,فعل,0.900,
بسس,1,بَسَّاً,بسا,بَسَّ,56:5:3,فعل,0.973,
بسق,1,بَاسِقَاتٍ,باسقات,بَاسِقَ,50:10:2,فاعل,1.000,
بشق,1,بِشِقِّ,بشق,بِشِقِّ,16:7:9,فعل,0.900,
بصل,1,وَبَصَلِهَا,وبصلها,بَصَلِ,2:61:22,فعل,1.000,
بطء,1,لَيُبَطِّئَنَّ,ليبطئن,لَيُبَطِّئَنَّ,4:72:4,يفعلن,0.638,
بطءن,1,بَطَائِنُهَا,بطائنها,بَطَائِنُ,55:54:4,فعالل,0.846,
بعثن,1,لَتُبْعَثُنَّ,لتبعثن,لَتُبْعَثُنَّ,64:7:10,تفعلل,0.664,
بغل,1,وَالْبِغَالَ,والبغال,بِغَالَ,16:8:2,فعال,1.000,
بغم,1,بِغَمٍّ,بغم,بِغَمٍّ,3:153:13,فعل,0.900,
بقع,1,الْبُقْعَةِ,البقعة,بُقْعَ,28:30:9,فعل,1.000,
بقل,1,بَقْلِهَا,بقلها,بَقْلِ,2:61:18,فعل,1.000,
بكك,1,بِبَكَّةَ,ببكة,بَكَّ,3:96:7,فعل,0.973,
بكي,1,وَبُكِيَّاً,وبكيا,بُكِيَّ,19:58:29,فعل,1.000,
بلع,1,ابْلَعِي,ابلعي,ابْلَعِ,11:44:3,افعل,1.000,
بلل,1,أَبِاللَّهِ,أبالله,أَبِاللَّ,9:65:9,فاعل,0.748,
بنءم,1,يَاابْنَأُمَّ,ياابنأم,ابْنَأُمَّ,20:94:2,افعلل,0.616,
بينت,1,تَبَيَّنَتِ,تبينت,تَبَيَّنَتِ,34:14:16,تفعلل,0.792,
بيي,1,بَيَّنَّاهُ,بيناه,بَيَّ,2:159:12,فعل,0.846,
تبا,1,تَابَا,تابا,تَابَا,4:16:6,فاعل,1.000,
تبعن,1,تَتَّبِعَنِ,تتبعن,تَتَّبِعَنِ,20:93:2,تفعلل,0.792,
تبغ,1,تَبْغِ,تبغ,تَبْغِ,28:77:18,فعل,0.900,
تبق,1,نَسْتَبِقُ,نستبق,سْتَبِقُ,12:17:5,فعل,0.873,
تبل,1,لَتُبْلَوُنَّ,لتبلون,لَتُبْلَ,3:186:1,فعل,0.810,
تتر,1,تَسْتَتِرُونَ,تستترون,سْتَتِرُ,41:22:3,فعل,0.873,
تتك,1,أَتَتْكَ,أتتك,تَتْكَ,20:126:3,فعل,0.900,
تثن,1,يَسْتَثْنُونَ,يستثنون,سْتَثْنُ,68:18:2,فعل,0.873,
تحا,1,يَتَحَاكَمُوا,يتحاكموا,تَحَا,4:60:17,فعل,1.000,
تحت,1,وَفُتِحَتِ,وفتحت,فُتِحَتِ,78:19:1,فعل,1.000,
تحر,1,تَحَرَّوْا,تحروا,تَحَرَّ,72:14:9,فعل,1.000,
تخل,1,وَتَخَلَّتْ,وتخلت,تَخَلَّ,84:4:4,فعل,1.000,
ترد,1,لَتُرْدِينِ,لتردين,لَتُرْدِ,37:56:5,فعل,0.810,
تشر,1,تَنْتَشِرُونَ,تنتشرون,نْتَشِرُ,30:20:11,فعل,0.792,
تصل,1,تَصِلُ,تصل,تَصِلُ,11:70:5,فعل,0.900,
تعد,1,تَعْدُ,تعد,تَعْدُ,18:28:12,فعل,0.900,
تعس,1,فَتَعْسَاً,فتعسا,تَعْسَ,47:8:3,فعل,1.000,
تعي,1,وَتَعِيَهَا,وتعيها,تَعِيَ,69:12:4,فعل,1.000,
تغش,1,يَسْتَغْشُونَ,يستغشون,سْتَغْشُ,11:5:9,فعل,0.873,
تفت,1,وَالْتَفَّتِ,والتفت,تَفَّتِ,75:29:1,فعل,0.900,
تفث,1,تَفَثَهُمْ,تفثهم,تَفَثَ,22:29:3,فعل,1.000,
تقع,1,تَقَعَ,تقع,تَقَعَ,22:65:18,فعل,1.000,
تقف,1,تَقْفُ,تقف,تَقْفُ,17:36:2,فعل,0.900,
تقن,1,أَتْقَنَ,أتقن,أَتْقَنَ,27:88:12,افعل,1.000,
تكم,1,أَتَتْكُمُ,أتتكم,تْكُمُ,6:40:8,فعل,0.800,
تلل,1,وَتَلَّهُ,وتله,تَلَّ,37:103:3,فعل,0.973,
تنس,1,تَنْسَ,تنس,تَنْسَ,28:77:8,فعل,0.900,
تنن,1,يَفْتِنَنَّكُمُ,يفتننكم,فْتِنَنَّ,7:27:4,فعل,0.810,
تهد,1,لَتَهْدِي,لتهدي,لَتَهْدِ,42:52:24,فعل,0.810,
تهل,1,نَبْتَهِلْ,نبتهل,بْتَهِلْ,3:61:20,فعل,0.810,
تهم,1,أَتَتْهُمْ,أتتهم,تْهُمْ,9:70:16,فعل,0.800,
توص,1,تُوصُونَ,توصون,تُوصُ,4:12:46,فعل,0.900,
توك,1,أَتَوْكَ,أتوك,تَوْكَ,9:92:6,فعل,0.900,
تيا,1,أَتَيَا,أتيا,تَيَا,18:77:4,فعل,1.000,
ثبتو,1,لِيُثْبِتُوكَ,ليثبتوك,ثْبِتُو,8:30:6,فعلل,0.765,
ثبط,1,فَثَبَّطَهُمْ,فثبطهم,ثَبَّطَ,9:46:11,فعل,1.000,
ثبو,1,ثُبُوتِهَا,ثبوتها,ثُبُو,16:94:9,فعل,1.000,
ثجج,1,ثَجَّاجَاً,ثجاجا,ثَجَّاجَ,78:14:5,فعال,1.000,
ثرن,1,فَأَثَرْنَ,فأثرن,أَثَرْنَ,100:4:1,افعل,0.925,
ثري,1,الثَّرَى,الثرى,ثَرَى,20:6:12,فعل,1.000,
ثقفن,1,تَثْقَفَنَّهُمْ,تثقفنهم,ثْقَفَنَّ,8:57:2,فعلل,0.697,
ثقفو,1,يَثْقَفُوكُمْ,يثقفوكم,ثْقَفُو,60:2:2,فعلل,0.765,
ثلى,1,الْمُثْلَى,المثلى,مُثْلَى,20:63:13,مفعل,1.000,
ثيب,1,ثَيِّبَاتٍ,ثيبات,ثَيِّبَ,66:5:16,فعل,1.000,
جبت,1,بِالْجِبْتِ,بالجبت,جِبْتِ,4:51:10,فعل,1.000,
جبه,1,جِبَاهُهُمْ,جباههم,جِبَاهُ,9:35:9,فعال,1.000,
جبي,1,يُجْبَى,يجبى,جْبَى,28:57:14,فعل,1.000,
جتث,1,اجْتُثَّتْ,اجتثت,اجْتُثَّ,14:26:6,افعل,0.925,
ججر,1,فُجِّرَتْ,فجرت,جِّرَ,82:3:3,فعل,0.846,
ججه,1,وَجَّهْتُ,وجهت,جَّهْ,6:79:2,فعل,0.752,
جذو,1,جَذْوَةٍ,جذوة,جَذْوَ,28:29:23,فعل,1.000,
جرر,1,يَجُرُّهُ,يجره,جُرُّ,7:150:21,فعل,0.973,
جرع,1,يَتَجَرَّعُهُ,يتجرعه,يَتَجَرَّعُ,14:17:1,تفعل,0.936,
جرف,1,جُرُفٍ,جرف,جُرُفٍ,9:109:16,فعل,1.000,
جسس,1,تَجَسَّسُوا,تجسسوا,تَجَسَّسُ,49:12:13,فعل,1.000,
جعلو,1,يَجْعَلُوهُ,يجعلوه,جْعَلُو,12:15:6,فعلل,0.765,
جفء,1,جُفَاءً,جفاء,جُفَاءً,13:17:31,فعال,0.925,
جفن,1,وَجِفَانٍ,وجفان,جِفَانٍ,34:13:8,فعال,1.000,
جفو,1,تَتَجَافَى,تتجافى,تَتَجَافَى,32:16:1,تفاعل,1.000,
جلء,1,الْجَلَاءَ,الجلاء,جَلَاءَ,59:3:6,فعال,0.925,
جلب,1,وَأَجْلِبْ,وأجلب,أَجْلِبْ,17:64:6,افعل,1.000,
جلبب,1,جَلَابِيبِهِنَّ,جلابيبهن,جَلَابِيبِ,33:59:11,فعاليل,0.855,
جلدو,1,فَاجْلِدُوهُمْ,فاجلدوهم,جْلِدُو,24:4:9,فعلل,0.765,
جلس,1,الْمَجَالِسِ,المجالس,مَجَالِسِ,58:11:9,مفاعل,1.000,
جمح,1,يَجْمَحُونَ,يجمحون,جْمَحُ,9:57:11,فعل,0.920,
جمد,1,جَامِدَةً,جامدة,جَامِدَ,27:88:4,فاعل,1.000,
جمم,1,جَمَّاً,جما,جَمَّ,89:20:4,فعل,0.973,
جوف,1,جَوْفِهِ,جوفه,جَوْفِ,33:4:8,فعل,1.000,
جيس,1,فَجَاسُوا,فجاسوا,جَاسُ,17:5:12,فعل,1.000,
حبك,1,الْحُبُكِ,الحبك,حُبُكِ,51:7:3,فعل,1.000,
حبه,1,نَحْبَهُ,نحبه,حْبَهُ,33:23:12,فعل,0.800,
حتم,1,حَتْمَاً,حتما,حَتْمَ,19:71:8,فعل,1.000,
حثث,1,حَثِيثَاً,حثيثا,حَثِيثَ,7:54:19,فعيل,1.000,
حجن,1,أَتُحَاجُّونِّي,أتحاجوني,حَاجُّون,6:80:4,فاعول,1.000,
حدب,1,حَدَبٍ,حدب,حَدَبٍ,21:96:9,فعل,1.000,
حذرو,1,فَاحْذَرُوهُمْ,فاحذروهم,حْذَرُو,64:14:10,فعلل,0.765,
حرد,1,حَرْدٍ,حرد,حَرْدٍ,68:25:3,فعل,1.000,
حرس,1,حَرَسَاً,حرسا,حَرَسَ,72:8:6,فعل,1.000,
حسرت,1,يَاحَسْرَتَا,ياحسرتا,حَسْرَتَا,39:56:4,فعلل,0.749,
حسم,1,حُسُومَاً,حسوما,حُسُومَ,69:7:7,فعول,1.000,
حصحص,1,حَصْحَصَ,حصحص,حَصْحَصَ,12:51:21,فعلل,0.957,
حصرو,1,وَاحْصُرُوهُمْ,واحصروهم,حْصُرُو,9:5:10,فعلل,0.765,
حصل,1,وَحُصِّلَ,وحصل,حُصِّلَ,100:10:1,فعل,1.000,
حضن,1,يَحِضْنَ,يحضن,يَحِضْنَ,65:4:14,يفعل,0.832,
حطمن,1,يَحْطِمَنَّكُمْ,يحطمنكم,حْطِمَنَّ,27:18:14,فعلل,0.697,
حفد,1,وَحَفَدَةً,وحفدة,حَفَدَ,16:72:12,فعل,1.000,
حفف,1,وَحَفَفْنَاهُمَا,وحففناهما,حَفَفْ,18:32:10,فعل,1.000,
حقف,1,بِالْأَحْقَافِ,بالأحقاف,أَحْقَافِ,46:21:7,افعال,1.000,
حلقم,1,الْحُلْقُومَ,الحلقوم,حُلْقُومَ,56:83:4,فعلول,0.973,
حملو,1,يَحْمِلُوهَا,يحملوها,حْمِلُو,62:5:7,فعلل,0.765,
حنذ,1,حَنِيذٍ,حنيذ,حَنِيذٍ,11:69:15,فعيل,1.000,
حنن,1,وَحَنَانَاً,وحنانا,حَنَانَ,19:13:1,فعال,1.000,
حوب,1,حُوبَاً,حوبا,حُوبَ,4:2:15,فعل,1.000,
حوز,1,مُتَحَيِّزَاً,متحيزا,مُتَحَيِّزَ,8:16:9,متفعل,1.000,
حيء,1,اسْتِحْيَاءٍ,استحياء,اسْتِحْيَاءٍ,28:25:5,استفعال,0.957,
خءب,1,خَائِبِينَ,خائبين,خَائِبِ,3:127:9,فاعل,0.925,
خءض,1,الْخَائِضِينَ,الخائضين,خَائِضِ,74:45:4,فاعل,0.925,
خبء,1,الْخَبْءَ,الخبء,خَبْءَ,27:25:6,فعل,1.000,
خبز,1,خُبْزَاً,خبزا,خُبْزَ,12:36:18,فعل,1.000,
خبط,1,يَتَخَبَّطُهُ,يتخبطه,يَتَخَبَّطُ,2:275:10,تفعل,0.936,
خدعو,1,يَخْدَعُوكَ,يخدعوك,خْدَعُو,8:62:4,فعلل,0.765,
خذن,1,وَأَخَذْنَ,وأخذن,أَخَذْنَ,4:21:8,افعل,0.925,
خرجا,1,وَيَسْتَخْرِجَا,ويستخرجا,سْتَخْرِجَا,18:82:20,فعلل,0.742,
خرطم,1,الْخُرْطُومِ,الخرطوم,خُرْطُومِ,68:16:3,فعلول,0.973,
خشب,1,خُشُبٌ,خشب,خُشُبٌ,63:4:10,فعل,1.000,
خشت,1,خَشِيتُ,خشيت,خَشِيتُ,20:94:9,فعيل,0.925,
خشعت,1,وَخَشَعَتِ,وخشعت,خَشَعَتِ,20:108:7,فعلل,0.765,
خضد,1,مَخْضُودٍ,مخضود,مَخْضُودٍ,56:28:3,مفعول,1.000,
خطط,1,تَخُطُّهُ,تخطه,خُطُّ,29:48:9,فعل,0.973,
خلع,1,فَاخْلَعْ,فاخلع,خْلَعْ,20:12:4,فعل,0.920,
خمط,1,خَمْطٍ,خمط,خَمْطٍ,34:16:11,فعل,1.000,
خنت,1,فَخَانَتَاهُمَا,فخانتاهما,خَانَتَا,66:10:16,فاعل,0.832,
خنزر,1,وَالْخَنَازِيرَ,والخنازير,خَنَازِيرَ,5:60:18,فعاليل,0.983,
خنق,1,وَالْمُنْخَنِقَةُ,والمنخنقة,مُنْخَنِقَ,5:3:12,منفعل,1.000,
خيم,1,الْخِيَامِ,الخيام,خِيَامِ,55:72:4,فعال,1.000,
دءو,1,بَدَءُوكُمْ,بدءوكم,بَدَءُو,9:13:10,فعل,0.900,
دتك,1,وَالِدَتِكَ,والدتك,دَتِكَ,5:110:11,فعل,1.000,
دثر,1,الْمُدَّثِّرُ,المدثر,مُدَّثِّرُ,74:1:2,مفعل,1.000,
دحو,1,دَحَاهَا,دحاها,دَحَا,79:30:4,فعل,1.000,
ددت,1,وَدَّتْ,ودت,دَّتْ,3:69:1,فعل,0.752,
دسا,1,دَسَّاهَا,دساها,دَسَّا,91:10:4,فعل,1.000,
دسر,1,وَدُسُرٍ,ودسر,دُسُرٍ,54:13:5,فعل,1.000,
دسس,1,يَدُسُّهُ,يدسه,دُسُّ,16:59:13,فعل,0.973,
دفء,1,دِفْءٌ,دفء,دِفْءٌ,16:5:5,فعل,1.000,
دفق,1,دَافِقٍ,دافق,دَافِقٍ,86:6:4,فاعل,1.000,
دمء,1,دِمَاؤُهَا,دماؤها,دِمَاؤُ,22:37:6,فعال,0.925,
دمت,1,دَامَتِ,دامت,دَامَتِ,11:108:9,فاعل,0.925,
دمدم,1,فَدَمْدَمَ,فدمدم,دَمْدَمَ,91:14:3,فعلل,0.957,
دمغ,1,فَيَدْمَغُهُ,فيدمغه,دْمَغُ,21:18:6,فعل,0.920,
دنر,1,بِدِينَارٍ,بدينار,دِينَارٍ,3:75:14,فيعال,0.973,
دهق,1,دِهَاقَاً,دهاقا,دِهَاقَ,78:34:2,فعال,1.000,
دوم,1,وَدَمٍ,ودم,وَدَمٍ,16:66:13,فعل,0.990,
دونن,1,أَتُمِدُّونَنِ,أتمدونن,مِدُّونَنِ,27:36:5,مفعلل,0.684,
ذءم,1,مَذْءُومَاً,مذءوما,مَذْءُومَ,7:18:4,مفعول,1.000,
ذان,1,فَذَانِكَ,فذانك,ذَانِ,28:32:15,فعل,0.900,
ذبذب,1,مُذَبْذَبِينَ,مذبذبين,مُذَبْذَبِ,4:143:1,مفعلل,0.973,
ذعن,1,مُذْعِنِينَ,مذعنين,مُذْعِنِ,24:49:7,مفعل,1.000,
ذقا,1,ذَاقَا,ذاقا,ذَاقَا,7:22:4,فاعل,1.000,
ذكو,1,ذَكَّيْتُمْ,ذكيتم,ذَكَّيْ,5:3:21,فعل,1.000,
ذنو,1,يَسْتَأْذِنُوهُ,يستأذنوه,سْتَأْذِنُوهُ,24:62:16,افعل,0.825,
ذهل,1,تَذْهَلُ,تذهل,ذْهَلُ,22:2:3,فعل,0.920,
ذود,1,تَذُودَانِ,تذودان,تَذُودَانِ,28:23:15,فعلان,0.830,
ذوقو,1,فَذُوقُوهُ,فذوقوه,ذُوقُو,8:14:2,فعلل,0.900,
ذيع,1,أَذَاعُوا,أذاعوا,أَذَاعُ,4:83:8,افعل,1.000,
ربح,1,رَبِحَتْ,ربحت,رَبِحَ,2:16:7,فعل,1.000,
ربم,1,رُبَمَا,ربما,رُبَمَا,15:2:1,فعل,0.810,
رتدد,1,يَرْتَدِدْ,يرتدد,رْتَدِدْ,2:217:39,فعلل,0.697,
رتع,1,يَرْتَعْ,يرتع,رْتَعْ,12:12:4,فعل,0.920,
رتق,1,رَتْقَاً,رتقا,رَتْقَ,21:30:9,فعل,1.000,
رجت,1,رُجَّتِ,رجت,رُجَّتِ,56:4:2,فعل,0.900,
رجج,1,رَجَّاً,رجا,رَجَّ,56:4:4,فعل,0.973,
رجعو,1,تَرْجِعُوهُنَّ,ترجعوهن,رْجِعُو,60:10:16,فعلل,0.765,
رجمو,1,يَرْجُمُوكُمْ,يرجموكم,رْجُمُو,18:20:5,فعلل,0.765,
رجن,1,تَبَرَّجْنَ,تبرجن,بَرَّجْنَ,33:33:5,فعل,0.810,
رحق,1,رَحِيقٍ,رحيق,رَحِيقٍ,83:25:3,فعيل,1.000,
رخء,1,رُخَاءً,رخاء,رُخَاءً,38:36:6,فعال,0.925,
ردء,1,رِدْءَاً,ردءا,رِدْءَ,28:34:9,فعل,1.000,
ردم,1,رَدْمَاً,ردما,رَدْمَ,18:95:12,فعل,1.000,
ررت,1,فَرَّتْ,فرت,رَّتْ,74:51:1,فعل,0.752,
رصص,1,مَرْصُوصٌ,مرصوص,مَرْصُوصٌ,61:4:11,مفعول,1.000,
رضت,1,وَرَضِيتُ,ورضيت,رَضِيتُ,5:3:47,فعيل,0.925,
رضن,1,يُرْضُونَكُمْ,يرضونكم,رْضُونَ,9:8:11,فعول,0.850,
رضه,1,يَرْضَهُ,يرضه,رْضَهُ,39:7:13,فعل,0.800,
رعء,1,الرِّعَاءُ,الرعاء,رِعَاءُ,28:23:24,فعال,0.925,
رغم,1,مُرَاغَمَاً,مراغما,مُرَاغَمَ,4:100:9,مفاعل,1.000,
رفرف,1,رَفْرَفٍ,رفرف,رَفْرَفٍ,55:76:3,فعلل,0.957,
رقق,1,رَقٍّ,رق,رَقٍّ,52:3:2,فعل,0.973,
ركبن,1,لَتَرْكَبُنَّ,لتركبن,لَتَرْكَبُنَّ,84:19:1,تفعلل,0.713,
ركبو,1,لِتَرْكَبُوهَا,لتركبوها,رْكَبُو,16:8:4,فعلل,0.765,
ركد,1,رَوَاكِدَ,رواكد,رَوَاكِدَ,42:33:6,فواعل,0.973,
ركز,1,رِكْزَاً,ركزا,رِكْزَ,19:98:14,فعل,1.000,
ركو,1,وَتَرَكُوكَ,وتركوك,تَرَكُو,62:11:8,تفعل,1.000,
رمح,1,وَرِمَاحُكُمْ,ورماحكم,رِمَاحُ,5:94:11,فعال,1.000,
رمد,1,كَرَمَادٍ,كرماد,كَرَمَادٍ,14:18:6,فعال,0.957,
رمز,1,رَمْزَاً,رمزا,رَمْزَ,3:41:14,فعل,1.000,
ريش,1,وَرِيشَاً,وريشا,رِيشَ,7:26:9,فعل,1.000,
ريع,1,رِيعٍ,ريع,رِيعٍ,26:128:3,فعل,1.000,
ريك,1,يُرِيكَهُمُ,يريكهم,رِيكَ,8:43:2,فعل,0.900,
زبا,1,الزَّبَانِيَةَ,الزبانية,زَبَانِيَ,96:18:2,فعل,0.970,
زحف,1,زَحْفَاً,زحفا,زَحْفَ,8:15:8,فعل,1.000,
زدر,1,تَزْدَرِي,تزدري,زْدَرِ,11:31:17,فعل,0.800,
زده,1,فَزِدْهُ,فزده,زِدْهُ,38:61:7,فعل,0.900,
زرب,1,وَزَرَابِيُّ,وزرابي,زَرَابِيُّ,88:16:1,فعال,0.957,
زرق,1,زُرْقَاً,زرقا,زُرْقَ,20:102:8,فعل,1.000,
ززع,1,فُزِّعَ,فزع,زِّعَ,34:23:11,فعل,0.846,
زغت,1,زَاغَتِ,زاغت,زَاغَتِ,33:10:9,فاعل,0.925,
زفت,1,أَزِفَتِ,أزفت,أَزِفَتِ,53:57:1,افعل,0.850,
زفف,1,يَزِفُّونَ,يزفون,زِفُّ,37:94:3,فعل,0.973,
زكم,1,أَنُلْزِمُكُمُوهَا,أنلزمكموها,لْزِمُكُمُو,11:28:16,فلعلو,0.517,
زل,1,وَلَا تَزَالُ,ولا تزال,لَا تَزَالُ,5:13:17,افتعال,0.810,
زلت,1,زَالَتَا,زالتا,زَالَتَا,35:41:9,فاعل,0.832,
زمل,1,الْمُزَّمِّلُ,المزمل,مُزَّمِّلُ,73:1:2,مفعل,1.000,
زمهر,1,زَمْهَرِيرَاً,زمهريرا,زَمْهَرِيرَ,76:13:10,فعللير,0.765,
زنم,1,زَنِيمٍ,زنيم,زَنِيمٍ,68:13:4,فعيل,1.000,
زهد,1,الزَّاهِدِينَ,الزاهدين,زَاهِدِ,12:20:9,فاعل,1.000,
زهر,1,زَهْرَةَ,زهرة,زَهْرَ,20:131:10,فعل,1.000,
سءب,1,سَائِبَةٍ,سائبة,سَائِبَ,5:103:7,فاعل,0.925,
سءتي,1,سَآتِيكُمْ,سآتيكم,سَءَاتِي,27:7:8,فعالل,0.900,
سءق,1,سَائِقٌ,سائق,سَائِقٌ,50:21:5,فاعل,0.925,
سبقو,1,يَسْبِقُونَا,يسبقونا,سْبِقُو,29:4:7,فعلل,0.765,
ستب,1,الْمُسْتَبِينَ,المستبين,مُسْتَبِ,37:117:3,مفعل,0.925,
ستجب,1,أَسْتَجِبْ,أستجب,أَسْتَجِبْ,40:60:4,فعلل,0.614,
ستح,1,وَاسْتَحْيُوا,واستحيوا,اسْتَحْيُ,40:25:12,افعل,0.897,
ستحب,1,يَسْتَحِبُّونَ,يستحبون,سْتَحِبُّ,14:3:2,فعلل,0.697,
ستر,1,مَسْتُورَاً,مستورا,مَسْتُورَ,17:45:12,مفعول,1.000,
ستفز,1,يَسْتَفِزَّهُمْ,يستفزهم,سْتَفِزَّهُمْ,17:103:3,فعلل,0.628,
سجي,1,سَجَى,سجى,سَجَى,93:2:3,فعل,1.000,
سحل,1,بِالسَّاحِلِ,بالساحل,سَاحِلِ,20:39:10,فاعل,1.000,
سخت,1,نُسْخَتِهَا,نسختها,سْخَتِ,7:154:9,فعل,0.800,
سخف,1,مُسْتَخْفٍ,مستخف,مُسْتَخْفٍ,13:10:11,مفتعل,0.880,
سدي,1,سُدَىً,سدى,سُدَىً,75:36:5,فعل,1.000,
سرد,1,السَّرْدِ,السرد,سَرْدِ,34:11:6,فعل,1.000,
سردق,1,سُرَادِقُهَا,سرادقها,سُرَادِقُ,18:29:17,فعالل,0.973,
سطح,1,سُطِحَتْ,سطحت,سُطِحَ,88:20:4,فعل,1.000,
سطن,1,فَوَسَطْنَ,فوسطن,وَسَطْنَ,100:5:1,فعل,0.873,
سطو,1,بَاسِطُو,باسطو,بَاسِطُو,6:93:31,افعل,0.957,
سغب,1,مَسْغَبَةٍ,مسغبة,مَسْغَبَ,90:14:6,مفعل,1.000,
سغش,1,وَاسْتَغْشَوْا,واستغشوا,اسْتَغْشَ,71:7:10,افتعل,0.616,
سفز,1,لَيَسْتَفِزُّونَكَ,ليستفزونك,لَيَسْتَفِزُّونَ,17:76:3,يفتعل,0.677,
