surface,plain,word_class,masaq_tag,lemma,root,wazn,aspect,case,role,source,agreement_with_masaq,confidence,first_seen_at,ambiguous
وَفْدَاً,وفدا,ISM_MUARAB,NOUN_CONCRETE,,وفد,فعل,,ACCUSATIVE,CIRCUM,MASAQ:40197,Full,Certificate,19:85:6,
وَقَائِمَاً,وقائما,ISM_MUARAB,NOUN_ACTIVE_PART,,قوم,فاعل,,ACCUSATIVE,CONJ_N,MASAQ:59488,Full,Certificate,39:9:7,
وَقَابِلِ,وقابل,ISM_MUARAB,NOUN_ACTIVE_PART,,قبل,فاعل,,GENITIVE,CONJ_N,MASAQ:60479,Full,Certificate,40:3:3,
وَقَاتَلَ,وقاتل,FIIL,PV,,قتل,فاعل,PV,INVARIABLE,,MASAQ:69749,Full,Certificate,57:10:20,
وَقَاتَلُوا,وقاتلوا,FIIL,PV,,قتل,فاعل,PV,INVARIABLE,CV,MASAQ:9576,Full,Certificate,3:195:25,
وَقَاتِلُوا,وقاتلوا,FIIL,CV,,قتل,فاعل,CV,INVARIABLE,CV,MASAQ:3549,Full,Certificate,2:190:1,
وَقَاتِلُوهُمْ,وقاتلوهم,FIIL,CV,,,,CV,INVARIABLE,CV,MASAQ:3593,Partial,Hypothesis,2:193:1,
وَقَارَاً,وقارا,ISM_MUARAB,GERUND,,قور,فعل,,ACCUSATIVE,OBJ,MASAQ:74032,Partial,Hypothesis,71:13:6,
وَقَارُونَ,وقارون,JAMID,NOUN_PROP_FOREIGN,,قور,فعل,,ACCUSATIVE,CONJ_N,MASAQ:51819,Full,Certificate,29:39:1,
وَقَاسَمَهُمَا,وقاسمهما,FIIL,PV,,قسم,فاعل,PV,INVARIABLE,,MASAQ:19551,Full,Certificate,7:21:1,
وَقَالَ,وقال,FIIL,PV,,قول,فعل,PV,INVARIABLE,,MASAQ:2086,Full,Certificate,2:118:1,
وَقَالَا,وقالا,FIIL,PV,,,,PV,INVARIABLE,,MASAQ:48840,Partial,Hypothesis,27:15:6,
وَقَالَتِ,وقالت,FIIL,PV,,قول,فعل,PV,INVARIABLE,,MASAQ:1988,Partial,Hypothesis,2:113:1,
وَقَالَتْ,وقالت,FIIL,PV,,قول,فعل,PV,INVARIABLE,,MASAQ:7362,Full,Certificate,3:72:1,
وَقَالُوا,وقالوا,FIIL,PV,,قول,فعل,PV,INVARIABLE,,MASAQ:1291,Full,Certificate,2:80:1,
وَقَبَ,وقب,FIIL,PV,,قبب,فعل,PV,INVARIABLE,,MASAQ:77767,None,Certificate,113:3:5,
وَقَبَائِلَ,وقبائل,ISM_MUARAB,NOUN_CONCRETE,,,,,ACCUSATIVE,CONJ_N,MASAQ:67019,Full,Certificate,49:13:10,
وَقَبِيلُهُ,وقبيله,ISM_MUARAB,NOUN_CONCRETE,,,,,NOMINATIVE,CONJ_N,MASAQ:19654,Full,Certificate,7:27:19,
وَقَبْلَ,وقبل,HARF,ADV,,—,ظرف زمان,,ACCUSATIVE,ADV_TIME,MASAQ:41561,Full,Certificate,20:130:11,
وَقَتَلَ,وقتل,ISM_MUARAB,GERUND,,قتل,فعل,,INVARIABLE,,MASAQ:5087,Full,Certificate,2:251:4,
وَقَتَلْتَ,وقتلت,FIIL,PV,,قتل,فعل,PV,INVARIABLE,,MASAQ:40556,Full,Certificate,20:40:18,
وَقَتْلَهُمُ,وقتلهم,ISM_MUARAB,GERUND,,قتل,فعل,,ACCUSATIVE,CONJ_N,MASAQ:9321,Full,Certificate,3:181:15,
وَقَتْلِهِمُ,وقتلهم,ISM_MUARAB,GERUND,,قتل,فعل,,GENITIVE,CONJ_N,MASAQ:13002,Full,Certificate,4:155:7,
وَقَدِمْنَا,وقدمنا,FIIL,PV,,قدم,فعل,PV,INVARIABLE,,MASAQ:46772,Full,Certificate,25:23:1,
وَقَدَّتْ,وقدت,FIIL,PV,,قدد,فعل,PV,INVARIABLE,,MASAQ:30547,Partial,Hypothesis,12:25:3,
وَقَدَّرَ,وقدر,FIIL,PV,,قدر,فعل,PV,INVARIABLE,,MASAQ:61786,Full,Certificate,41:10:8,
وَقَدَّرَهُ,وقدره,FIIL,PV,,قدر,فعل,PV,INVARIABLE,,MASAQ:26510,Full,Certificate,10:5:8,
وَقَدَّرْنَا,وقدرنا,FIIL,PV,,قدر,فعل,PV,INVARIABLE,,MASAQ:55617,Full,Certificate,34:18:10,
وَقَدِّرْ,وقدر,FIIL,CV,,قدر,فعل,CV,INVARIABLE,CV,MASAQ:55482,Full,Certificate,34:11:4,
وَقَدِّمُوا,وقدموا,FIIL,CV,,قدم,فعل,CV,INVARIABLE,CV,MASAQ:4319,Full,Certificate,2:223:8,
وَقَدْ,وقد,HARF,CERT_PART,,—,حرف تحقيق,,INVARIABLE,NON_INFLECT,MASAQ:1209,Full,Certificate,2:75:5,
وَقَذَفَ,وقذف,FIIL,PV,,قذف,فعل,PV,INVARIABLE,,MASAQ:54454,Full,Certificate,33:26:9,
وَقَرَّبْنَاهُ,وقربناه,FIIL,PV,,قرب,فعل,PV,INVARIABLE,,MASAQ:39856,Full,Certificate,19:52:6,
وَقَرِّي,وقري,FIIL,CV,,قرر,فعل,CV,INVARIABLE,CV,MASAQ:39563,Full,Certificate,19:26:3,
وَقَرْنَ,وقرن,FIIL,CV,,قرن,فعل,CV,INVARIABLE,CV,MASAQ:54556,Partial,Hypothesis,33:33:1,
وَقَصَّ,وقص,FIIL,PV,,قصص,فعل,PV,INVARIABLE,,MASAQ:50230,Full,Certificate,28:25:17,
وَقَصْرٍ,وقصر,ISM_MUARAB,NOUN_CONCRETE,,قصر,فعل,,ACCUSATIVE,CONJ_N,MASAQ:43572,Full,Certificate,22:45:13,
وَقَضَى,وقضى,FIIL,PV,,قضي,فعل,PV,INVARIABLE,,MASAQ:36482,Full,Certificate,17:23:1,
وَقَضَيْنَا,وقضينا,FIIL,PV,,قضي,فعل,PV,INVARIABLE,,MASAQ:34142,Full,Certificate,15:66:1,
وَقَضْبَاً,وقضبا,ISM_MUARAB,NOUN_CONCRETE,,قضب,فعل,,ACCUSATIVE,CONJ_N,MASAQ:75927,Full,Certificate,80:28:2,
وَقَطَعْنَا,وقطعنا,FIIL,PV,,قطع,فعل,PV,INVARIABLE,,MASAQ:20494,Full,Certificate,7:72:6,
وَقَطَّعْنَ,وقطعن,FIIL,PV,,قطع,فعل,PV,INVARIABLE,,MASAQ:30657,Partial,Hypothesis,12:31:20,
وَقَطَّعْنَاهُمُ,وقطعناهم,FIIL,PV,,قطع,فعل,PV,INVARIABLE,,MASAQ:21899,Full,Certificate,7:160:1,
وَقَطَّعْنَاهُمْ,وقطعناهم,FIIL,PV,,قطع,فعل,PV,INVARIABLE,,MASAQ:22073,Full,Certificate,7:168:1,
وَقَعَ,وقع,FIIL,PV,,قعع,فعل,PV,INVARIABLE,,MASAQ:11938,None,Certificate,4:100:24,
وَقَعَتِ,وقعت,FIIL,PV,,قعع,فعل,PV,INVARIABLE,,MASAQ:69220,None,Certificate,56:1:2,
وَقَعَدَ,وقعد,FIIL,PV,,قعد,فعل,PV,INVARIABLE,,MASAQ:25600,Full,Certificate,9:90:7,
وَقَعَدُوا,وقعدوا,FIIL,PV,,قعد,فعل,PV,INVARIABLE,,MASAQ:9076,Full,Certificate,3:168:4,
وَقَفَّيْنَا,وقفينا,FIIL,PV,,قفي,فعل,PV,INVARIABLE,,MASAQ:1447,Full,Certificate,2:87:5,
وَقَلِيلٌ,وقليل,ISM_MUARAB,ADJ_QUALIT,,,,,NOMINATIVE,PRED,MASAQ:55533,Full,Certificate,34:13:16,
وَقَلَّبُوا,وقلبوا,FIIL,PV,,قلب,فعل,PV,INVARIABLE,,MASAQ:24846,Full,Certificate,9:48:6,
وَقَلْبُهُ,وقلبه,ISM_MUARAB,NOUN_CONCRETE,,قلب,فعل,,NOMINATIVE,SUBJ,MASAQ:35859,Full,Certificate,16:106:10,
وَقَلْبِهِ,وقلبه,ISM_MUARAB,NOUN_CONCRETE,,قلب,فعل,,GENITIVE,CONJ_N,MASAQ:23006,Full,Certificate,8:24:17,
وَقَمَرَاً,وقمرا,ISM_MUARAB,NOUN_CONCRETE,,قمر,فعل,,ACCUSATIVE,CONJ_N,MASAQ:47193,Full,Certificate,25:61:10,
وَقَوْلٌ,وقول,ISM_MUARAB,GERUND,,قول,فعل,,NOMINATIVE,CONJ_N,MASAQ:65985,Full,Certificate,47:21:2,
وَقَوْلِهِمْ,وقولهم,ISM_MUARAB,GERUND,,قول,فعل,,GENITIVE,CONJ_N,MASAQ:13006,Full,Certificate,4:155:11,
وَقَوْمَ,وقوم,ISM_MUARAB,NOUN_CONCRETE,,قوم,فعل,,ACCUSATIVE,OBJ,MASAQ:46907,Full,Certificate,25:37:1,
وَقَوْمَكَ,وقومك,ISM_MUARAB,NOUN_CONCRETE,,قوم,فعل,,ACCUSATIVE,CONJ_N,MASAQ:17527,Full,Certificate,6:74:11,
وَقَوْمَهَا,وقومها,ISM_MUARAB,NOUN_CONCRETE,,قوم,فعل,,ACCUSATIVE,CONJ_N,MASAQ:48969,Full,Certificate,27:24:2,
وَقَوْمَهُ,وقومه,ISM_MUARAB,NOUN_CONCRETE,,قوم,فعل,,ACCUSATIVE,CONJ_N,MASAQ:21219,Full,Certificate,7:127:8,
وَقَوْمَهُمَا,وقومهما,ISM_MUARAB,NOUN_CONCRETE,,قوم,فعل,,ACCUSATIVE,COMIT,MASAQ:58272,Full,Certificate,37:115:2,
وَقَوْمَهُمْ,وقومهم,ISM_MUARAB,NOUN_CONCRETE,,قوم,فعل,,ACCUSATIVE,CONJ_N,MASAQ:49330,Partial,Hypothesis,27:51:8,
وَقَوْمُ,وقوم,ISM_MUARAB,NOUN_CONCRETE,,قوم,فعل,,NOMINATIVE,CONJ_N,MASAQ:43545,Full,Certificate,22:43:1,
وَقَوْمُهُ,وقومه,ISM_MUARAB,NOUN_CONCRETE,,قوم,فعل,,NOMINATIVE,CONJ_N,MASAQ:21398,Full,Certificate,7:137:26,
وَقَوْمُهُمَا,وقومهما,ISM_MUARAB,NOUN_CONCRETE,,قوم,فعل,,NOMINATIVE,SUBJ,MASAQ:44538,Full,Certificate,23:47:5,
وَقَوْمِ,وقوم,ISM_MUARAB,NOUN_CONCRETE,,قوم,فعل,,GENITIVE,CONJ_N,MASAQ:25230,Full,Certificate,9:70:11,
وَقَوْمِهِ,وقومه,ISM_MUARAB,NOUN_CONCRETE,,قوم,فعل,,GENITIVE,CONJ_N,MASAQ:42207,Full,Certificate,21:52:4,
وَقَيَّضْنَا,وقيضنا,FIIL,PV,,قيض,فعل,PV,INVARIABLE,,MASAQ:62002,Full,Certificate,41:25:1,
وَقُتِلُوا,وقتلوا,FIIL,PV_PASS,,قتل,فعل,PV,INVARIABLE,,MASAQ:9577,Full,Certificate,3:195:26,
وَقُتِّلُوا,وقتلوا,FIIL,PV_PASS,,قتل,فعل,PV,INVARIABLE,,MASAQ:55156,Full,Certificate,33:61:5,
وَقُدُورٍ,وقدور,ISM_MUARAB,NOUN_CONCRETE,,قدر,فعول,,GENITIVE,CONJ_N,MASAQ:55527,Full,Certificate,34:13:10,
وَقُرُونَاً,وقرونا,ISM_MUARAB,NOUN_ABSTRACT,,قرر,فعل,,ACCUSATIVE,CONJ_N,MASAQ:46924,Full,Certificate,25:38:5,
وَقُرْآنٌ,وقرآن,ISM_MUARAB,NOUN_CONCRETE,,قرء,فعل,,NOMINATIVE,CONJ_N,MASAQ:57561,Partial,Hypothesis,36:69:11,
وَقُرْآنٍ,وقرآن,ISM_MUARAB,NOUN_CONCRETE,,قرء,فعل,,GENITIVE,CONJ_N,MASAQ:33682,Partial,Hypothesis,15:1:5,
وَقُرْآنَ,وقرآن,ISM_MUARAB,NOUN_CONCRETE,,قرء,فعل,,ACCUSATIVE,CONJ_N,MASAQ:37263,Partial,Hypothesis,17:78:8,
وَقُرْآنَاً,وقرآنا,ISM_MUARAB,NOUN_ABSTRACT,,قرء,فعل,,ACCUSATIVE,OBJ,MASAQ:37654,Partial,Hypothesis,17:106:1,
وَقُرْآنَهُ,وقرآنه,JAMID,NOUN_PROP,,قرء,فعل,,ACCUSATIVE,CONJ_N,MASAQ:74967,Partial,Hypothesis,75:17:4,
وَقُضِيَ,وقضي,FIIL,PV_PASS,,قضي,فعل,PV,INVARIABLE,,MASAQ:3949,Full,Certificate,2:210:12,
وَقُعُودَاً,وقعودا,ISM_MUARAB,GERUND,,قعد,فعول,,ACCUSATIVE,CONJ_N,MASAQ:9490,Full,Certificate,3:191:5,
وَقُلُوبُهُمْ,وقلوبهم,ISM_MUARAB,NOUN_CONCRETE,,قلب,فعول,,NOMINATIVE,SUBJ,MASAQ:44631,Full,Certificate,23:60:5,
وَقُلُوبِهِنَّ,وقلوبهن,ISM_MUARAB,NOUN_ABSTRACT,,قلب,فعول,,GENITIVE,CONJ_N,MASAQ:55009,Full,Certificate,33:53:49,
وَقُلِ,وقل,FIIL,CV,,قلل,فعل,CV,INVARIABLE,CV,MASAQ:25896,Full,Certificate,9:105:1,
وَقُلْ,وقل,FIIL,CV,,قلل,فعل,CV,INVARIABLE,CV,MASAQ:6490,Full,Certificate,3:20:9,
وَقُلْنَ,وقلن,FIIL,PV,,قلل,فعل,PV,INVARIABLE,,MASAQ:30659,Partial,Hypothesis,12:31:22,
وَقُلْنَا,وقلنا,FIIL,PV,,قلل,فعل,PV,INVARIABLE,,MASAQ:544,Full,Certificate,2:35:1,
وَقُودُ,وقود,ISM_MUARAB,NOUN_CONCRETE,,قود,فعل,,NOMINATIVE,PRED,MASAQ:6319,Full,Certificate,3:10:15,
وَقُودُهَا,وقودها,ISM_MUARAB,NOUN_CONCRETE,,قود,فعل,,NOMINATIVE,SUBJ,MASAQ:323,Partial,Hypothesis,2:24:9,
وَقُولُوا,وقولوا,FIIL,CV,,قول,فعل,CV,INVARIABLE,CV,MASAQ:859,Full,Certificate,2:58:14,
وَقُومُوا,وقوموا,FIIL,CV,,قوم,فعل,CV,INVARIABLE,CV,MASAQ:4771,Full,Certificate,2:238:6,
وَقِثَّائِهَا,وقثائها,ISM_MUARAB,NOUN_CONCRETE,,,,,GENITIVE,CONJ_N,MASAQ:931,Full,Certificate,2:61:19,
وَقِفُوهُمْ,وقفوهم,FIIL,CV,,قفو,فعل,CV,INVARIABLE,CV,MASAQ:57816,Partial,Hypothesis,37:24:1,
وَقِنَا,وقنا,FIIL,CV,,قنو,فعل,CV,INVARIABLE,CV,MASAQ:3820,Partial,Hypothesis,2:201:12,
وَقِهِمُ,وقهم,FIIL,CV,,قهم,فعل,CV,INVARIABLE,CV,MASAQ:60578,Partial,Hypothesis,40:9:1,
وَقِهِمْ,وقهم,FIIL,CV,,قهم,فعل,CV,INVARIABLE,CV,MASAQ:60559,Partial,Hypothesis,40:7:25,
وَقِيلَ,وقيل,FIIL,PV_PASS,,قيل,فعل,PV,INVARIABLE,,MASAQ:9043,Full,Certificate,3:167:4,
وَقِيلِهِ,وقيله,ISM_MUARAB,GERUND,,قيل,فعل,,GENITIVE,PREP_OBJ,MASAQ:64172,Full,Certificate,43:88:1,
وَقِيَامَاً,وقياما,ISM_MUARAB,GERUND,,,,,ACCUSATIVE,CONJ_N,MASAQ:47224,Full,Certificate,25:64:5,
وَقْرٌ,وقر,ISM_MUARAB,GERUND,,وقر,فعل,,NOMINATIVE,SUBJ_DELA,MASAQ:61724,Full,Certificate,41:5:10,
وَقْرَاً,وقرا,ISM_MUARAB,GERUND,,وقر,فعل,,ACCUSATIVE,OBJ,MASAQ:16636,Full,Certificate,6:25:13,
وَكَأَيِّنْ,وكأين,HARF,INTERROG_PART,,—,اسم شرط,,INVARIABLE,SUBJ,MASAQ:8589,Partial,Hypothesis,3:146:1,
وَكَأْسٍ,وكأس,ISM_MUARAB,NOUN_CONCRETE,,كءس,فعل,,GENITIVE,CONJ_N,MASAQ:69275,Full,Certificate,56:18:3,
وَكَأْسَاً,وكأسا,ISM_MUARAB,NOUN_CONCRETE,,كءس,فعل,,ACCUSATIVE,CONJ_N,MASAQ:75596,Full,Certificate,78:34:1,
وَكَادُوا,وكادوا,FIIL,PV,,كيد,فعل,PV,INVARIABLE,,MASAQ:21679,Full,Certificate,7:150:29,
وَكَانَ,وكان,FIIL,PV,,كون,فعل,PV,INVARIABLE,,MASAQ:541,Full,Certificate,2:34:11,
وَكَانَتِ,وكانت,FIIL,PV,,كون,فعل,PV,INVARIABLE,,MASAQ:39350,Partial,Hypothesis,19:5:6,
وَكَانَتْ,وكانت,FIIL,PV,,كون,فعل,PV,INVARIABLE,,MASAQ:72813,Full,Certificate,66:12:15,
وَكَانُوا,وكانوا,FIIL,PV,,كون,فعل,PV,INVARIABLE,,MASAQ:970,Full,Certificate,2:61:58,
وَكَبِيرٍ,وكبير,ISM_MUARAB,ADJ_QUALIT,,بير,فعل,,GENITIVE,CONJ_N,MASAQ:68854,Full,Certificate,54:53:3,
وَكَبِّرْهُ,وكبره,FIIL,CV,,كبر,فعل,CV,INVARIABLE,CV,MASAQ:37735,Full,Certificate,17:111:20,
وَكَتَبْنَا,وكتبنا,FIIL,PV,,كتب,فعل,PV,INVARIABLE,,MASAQ:14582,Full,Certificate,5:45:1,
وَكَثِيرٌ,وكثير,ISM_MUARAB,ADJ_QUALIT,,ثير,فعل,,NOMINATIVE,SUBJ,MASAQ:15081,Full,Certificate,5:66:20,
وَكَذَلِكَ,وكذلك,ISM_MABNI,DEM_PRON,,—,اسم إشارة,,GENITIVE,PREP_OBJ,MASAQ:2555,Full,Certificate,2:143:1,
وَكَذَّبَ,وكذب,FIIL,PV,,كذب,فعل,PV,INVARIABLE,,MASAQ:17352,Full,Certificate,6:66:1,
وَكَذَّبُوا,وكذبوا,FIIL,PV,,كذب,فعل,PV,INVARIABLE,,MASAQ:612,Full,Certificate,2:39:3,
وَكَذَّبْتُمْ,وكذبتم,FIIL,PV,,كذب,فعل,PV,INVARIABLE,,MASAQ:17186,Full,Certificate,6:57:7,
وَكَرِهُوا,وكرهوا,FIIL,PV,,كره,فعل,PV,INVARIABLE,,MASAQ:25450,Full,Certificate,9:81:7,
وَكَرَّهَ,وكره,FIIL,PV,,كرر,فعل,PV,INVARIABLE,,MASAQ:66882,Partial,Hypothesis,49:7:21,
وَكَرْهَاً,وكرها,ISM_MUARAB,GERUND,,كره,فعل,,ACCUSATIVE,CONJ_N,MASAQ:7612,Full,Certificate,3:83:12,
وَكَشَفَتْ,وكشفت,FIIL,PV,,كشف,فعل,PV,INVARIABLE,,MASAQ:49233,Full,Certificate,27:44:9,
وَكَشَفْنَا,وكشفنا,FIIL,PV,,كشف,فعل,PV,INVARIABLE,,MASAQ:44765,Full,Certificate,23:75:3,
وَكَفَرَ,وكفر,FIIL,PV,,كفر,فعل,PV,INVARIABLE,,MASAQ:76754,Full,Certificate,88:23:4,
وَكَفَرَتْ,وكفرت,FIIL,PV,,كفر,فعل,PV,INVARIABLE,,MASAQ:71664,Full,Certificate,61:14:27,
وَكَفَرُوا,وكفروا,FIIL,PV,,كفر,فعل,PV,INVARIABLE,,MASAQ:25314,Full,Certificate,9:74:9,
وَكَفَرْتُمْ,وكفرتم,FIIL,PV,,كفر,فعل,PV,INVARIABLE,,MASAQ:65168,Full,Certificate,46:10:8,
وَكَفَرْنَا,وكفرنا,FIIL,PV,,كفر,فعل,PV,INVARIABLE,,MASAQ:61674,Full,Certificate,40:84:8,
وَكَفَى,وكفى,FIIL,PV,,كفي,فعل,PV,INVARIABLE,,MASAQ:9808,Full,Certificate,4:6:35,
وَكَفَّ,وكف,FIIL,PV,,كفف,فعل,PV,INVARIABLE,,MASAQ:66536,Full,Certificate,48:20:9,
وَكَفَّلَهَا,وكفلها,FIIL,PV,,كفل,فعل,PV,INVARIABLE,,MASAQ:6800,Full,Certificate,3:37:8,
وَكَفِّرْ,وكفر,FIIL,CV,,كفر,فعل,CV,INVARIABLE,CV,MASAQ:9532,Full,Certificate,3:193:15,
وَكَلِمَاتِهِ,وكلماته,ISM_MUARAB,NOUN_ABSTRACT,,كلم,فعل,,GENITIVE,CONJ_N,MASAQ:21887,Full,Certificate,7:158:28,
وَكَلِمَةُ,وكلمة,ISM_MUARAB,NOUN_ABSTRACT,,كلم,فعل,,NOMINATIVE,SUBJ,MASAQ:24723,Full,Certificate,9:40:37,
وَكَلِمَتُهُ,وكلمته,ISM_MUARAB,NOUN_ABSTRACT,,كلم,فعل,,NOMINATIVE,CONJ_N,MASAQ:13279,Full,Certificate,4:171:20,
وَكَلَّمَ,وكلم,FIIL,PV,,—,حرف نفي/جزم,PV,INVARIABLE,,MASAQ:13169,Partial,Hypothesis,4:164:11,
وَكَلَّمَهُ,وكلمه,FIIL,PV,,كلم,فعل,PV,INVARIABLE,,MASAQ:21490,Full,Certificate,7:143:5,
وَكَلَّمَهُمُ,وكلمهم,FIIL,PV,,كلم,فعل,PV,INVARIABLE,,MASAQ:18186,Full,Certificate,6:111:6,
وَكَلْبُهُمْ,وكلبهم,ISM_MUARAB,NOUN_CONCRETE,,كلب,فعل,,NOMINATIVE,SUBJ,MASAQ:37968,Full,Certificate,18:18:10,
وَكَمْ,وكم,UNKNOWN,INTERROG_PRON,,—,ضمير متصل,,NOMINATIVE,SUBJ,MASAQ:19355,Full,Certificate,7:4:1,
وَكَهْلَاً,وكهلا,ISM_MUARAB,ADJ_QUALIT,,كهل,فعل,,ACCUSATIVE,CONJ_N,MASAQ:6966,Full,Certificate,3:46:5,
وَكَوَاعِبَ,وكواعب,ISM_MUARAB,NOUN_ACTIVE_PART,,كعب,فواعل,,ACCUSATIVE,CONJ_N,MASAQ:75594,Full,Certificate,78:33:1,
وَكَيْفَ,وكيف,UNKNOWN,INTERROG_PRON,,كيف,فعل,,ACCUSATIVE,CIRCUM,MASAQ:7886,Full,Certificate,3:101:1,
وَكُبَرَاءَنَا,وكبراءنا,ISM_MUARAB,ADJ_QUALIT,,كبر,فعلاء,,ACCUSATIVE,CONJ_N,MASAQ:55217,Full,Certificate,33:67:6,
وَكُتُبِهِ,وكتبه,ISM_MUARAB,NOUN_CONCRETE,,كتب,فعل,,GENITIVE,CONJ_N,MASAQ:6106,Full,Certificate,2:285:13,
وَكُذِّبَ,وكذب,FIIL,PV_PASS,,كذب,فعل,PV,INVARIABLE,,MASAQ:43551,Full,Certificate,22:44:3,
وَكُفْرٌ,وكفر,ISM_MUARAB,GERUND,,كفر,فعل,,NOMINATIVE,CONJ_N,MASAQ:4135,Full,Certificate,2:217:15,
وَكُفْرَاً,وكفرا,ISM_MUARAB,GERUND,,كفر,فعل,,ACCUSATIVE,CONJ_N,MASAQ:15028,Full,Certificate,5:64:26,
وَكُفْرِهِمْ,وكفرهم,ISM_MUARAB,GERUND,,كفر,فعل,,GENITIVE,CONJ_N,MASAQ:12999,Full,Certificate,4:155:4,
وَكُلَا,وكلا,FIIL,CV,,—,حرف ردع,CV,INVARIABLE,CV,MASAQ:551,Partial,Hypothesis,2:35:7,
وَكُلُوا,وكلوا,FIIL,CV,,كلل,فعل,CV,INVARIABLE,CV,MASAQ:3470,Full,Certificate,2:187:31,
وَكُلٌّ,وكل,ISM_MUARAB,NOUN_ABSTRACT,,وكل,فعل,,NOMINATIVE,SUBJ,MASAQ:23537,None,Certificate,8:54:15,
وَكُلَّ,وكل,ISM_MUARAB,NOUN_ABSTRACT,,كلل,فعل,,ACCUSATIVE,OBJ,MASAQ:36348,Full,Certificate,17:12:20,
وَكُلَّاً,وكلا,ISM_MUARAB,NOUN_ABSTRACT,,وكل,فعل,,ACCUSATIVE,OBJ,MASAQ:11847,Partial,Hypothesis,4:95:23,
وَكُلَّمَا,وكلما,ISM_MUARAB,NOUN_ABSTRACT,,—,حرف نفي,,ACCUSATIVE,ADV_TIME,MASAQ:28874,Full,Certificate,11:38:3,
وَكُلُّ,وكل,ISM_MUARAB,NOUN_ABSTRACT,,كلل,فعل,,NOMINATIVE,SUBJ,MASAQ:32158,Full,Certificate,13:8:12,
وَكُلُّهُمْ,وكلهم,ISM_MUARAB,NOUN_ABSTRACT,,كلل,فعل,,NOMINATIVE,SUBJ,MASAQ:40253,Full,Certificate,19:95:1,
وَكُنُوزٍ,وكنوز,ISM_MUARAB,NOUN_CONCRETE,,كنز,فعول,,INVARIABLE,CONJ,MASAQ:47755,Partial,Hypothesis,26:58:1,
وَكُنَّا,وكنا,FIIL,PV,,—,ضمير متصل,PV,INVARIABLE,,MASAQ:22189,Full,Certificate,7:173:8,
وَكُنْ,وكن,FIIL,CV,,—,ضمير متصل,CV,INVARIABLE,CV_COP,MASAQ:21539,Full,Certificate,7:144:12,
وَكُنْتَ,وكنت,FIIL,PV,,—,ضمير متصل,PV,INVARIABLE,,MASAQ:27966,Full,Certificate,10:91:5,
وَكُنْتُ,وكنت,FIIL,PV,,—,ضمير متصل,PV,INVARIABLE,,MASAQ:16208,Full,Certificate,5:117:13,
وَكُنْتُمْ,وكنتم,FIIL,PV,,—,ضمير متصل,PV,INVARIABLE,,MASAQ:424,Full,Certificate,2:28:4,
وَكُونُوا,وكونوا,FIIL,CV,,كون,فعل,CV,INVARIABLE,CV_COP,MASAQ:26207,Full,Certificate,9:119:6,
وَكِتَابٌ,وكتاب,ISM_MUARAB,NOUN_CONCRETE,,كتب,فعال,,NOMINATIVE,CONJ_N,MASAQ:13919,Full,Certificate,5:15:22,
وَكِتَابٍ,وكتاب,ISM_MUARAB,NOUN_CONCRETE,,كتب,فعال,,GENITIVE,CONJ_N,MASAQ:48688,Full,Certificate,27:1:5,
وَكِسْوَتُهُنَّ,وكسوتهن,ISM_MUARAB,NOUN_CONCRETE,,سوت,فعل,,NOMINATIVE,CONJ_N,MASAQ:4584,Partial,Hypothesis,2:233:15,
وَكِيلٌ,وكيل,ISM_MUARAB,NOUN_CONCRETE,,كيل,فعل,,NOMINATIVE,PRED,MASAQ:18063,None,Certificate,6:102:16,
وَكِيلَاً,وكيلا,ISM_MUARAB,ADJ_QUALIT,,,,,ACCUSATIVE,ACC_SPECIF,MASAQ:11471,None,Certificate,4:81:24,
وَكَّلْنَا,وكلنا,ISM_MUARAB,NOUN_ABSTRACT,,كلل,فعل,,INVARIABLE,,MASAQ:17747,Full,Certificate,6:89:12,
وَلَآمُرَنَّهُمْ,ولآمرنهم,FIIL,IV,,ءمر,فاعل,IV,INVARIABLE,IV,MASAQ:12307,Partial,Hypothesis,4:119:3,
وَلَأَجْرُ,ولأجر,ISM_MUARAB,GERUND,,ءجر,فعل,,NOMINATIVE,SUBJ,MASAQ:31109,Partial,Hypothesis,12:57:1,
وَلَأَدْخَلْنَاهُمْ,ولأدخلناهم,FIIL,PV,,دخل,أفعل,PV,INVARIABLE,,MASAQ:15059,Partial,Hypothesis,5:65:10,
وَلَأَمَةٌ,ولأمة,ISM_MUARAB,NOUN_CONCRETE,,—,حرف عطف,,NOMINATIVE,SUBJ,MASAQ:4251,Full,Certificate,2:221:6,
وَلَأَوْضَعُوا,ولأوضعوا,FIIL,PV,,وضع,أفعل,PV,INVARIABLE,,MASAQ:24831,Partial,Hypothesis,9:47:8,
وَلَأُدْخِلَنَّكُمْ,ولأدخلنكم,FIIL,IV,,دخل,أفعل,IV,INVARIABLE,IV,MASAQ:13825,Partial,Hypothesis,5:12:31,
وَلَأُدْخِلَنَّهُمْ,ولأدخلنهم,FIIL,IV,,دخل,أفعل,IV,NOMINATIVE,IV,MASAQ:9581,Partial,Hypothesis,3:195:30,
وَلَأُصَلِّبَنَّكُمْ,ولأصلبنكم,FIIL,IV,,صلب,أفعل,IV,INVARIABLE,IV,MASAQ:40872,Partial,Hypothesis,20:71:18,
وَلَأُضِلَّنَّهُمْ,ولأضلنهم,FIIL,IV,,ءضل,فعل,IV,INVARIABLE,IV,MASAQ:12305,Partial,Hypothesis,4:119:1,
